ID,mag_name,link_to_assembly,AB_batch,eha_number,GTDB_version,GTDB_release,domain,phylum,class,order,family,genus,species,fastani_ani,closest_placement_ani,closest_placement_af,completeness,contamination,size,GC,N50,coding_density,contigs,number_genes,number_unannotated_genes,DM_batch,host_species,host_order,host_class,locality,country,MAG_url,anno_url,kegg_url,annotated,taxonomy_level,assembly_type,sample_type,gbk_url,kegg_hits,Capture ID,percent_unannotated_genes,percent_unannotated_kegg,dereplicated,metagenomic source,completeness software,binning software,assembly quality,binning parameters,taxonomic identity marker, isolation_source, assembly software,Submission
EHM078922,EHA05266_bin.103.fa,EHA05266,ABB0611,EHA05266,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia alvei,96.86,96.86,0.95,59.19,0.87,1398989,49.00%,4870,0.86,339,1220,0,DMB0180,Myotis bechsteinii,Chiroptera,Mammalia,"Catalonia, Avenc Montserrat Ubach",Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0611/EHA05266_bin.103.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078922_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078922_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078922.gbk.gz,851,"SD0002701, SD0278501, SD0273201, SD0279501, SD0273601, SD0278601, SD0279901, SD0274101, SD0274401, SD0279001, SD0274001, SD0277901, SD0278201, SD0273701, SD0273401, SD0276701, SD0276401, SD0276801, SD0276901, SD0277801, SD0277201, SD0277001, SD0277401, SD0523301, SD0523201, SD0520901, SD0521601, SD0522501, SD0521101, SD0522701, SD0521301, SD0522101, SD0522801, SD0522901, SD0522601, SD0522301, SD0522201",,30.2,DMB0180,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM079201,EHA05536_bin.1.fa,EHA05536,ABB0622,EHA05536,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia alvei,95.63,95.63,0.91,99.78,0.79,4484187,49.00%,233456,0.86,34,,,,Natrix astreptophora,Squamata,Reptilia,Arouca,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0622/EHA05536_bin.1.fa.gz,,,false,Species,Individual,Faecal,,,SD0249101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM079716,EHA05533_bin.4.fa,EHA05533,ABB0622,EHA05533,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia alvei,95.66,95.66,0.90,99.98,0.69,4461135,49.00%,642689,0.86,13,,,,Natrix astreptophora,Squamata,Reptilia,Arouca,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0622/EHA05533_bin.4.fa.gz,,,false,Species,Individual,Faecal,,,SD0249101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM034136,EHA02205_bin.52.fa,EHA02205,ABB0264,EHA02205,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia alvei_B,99.22,99.22,0.94,55.91,3.89,3093516,49.00%,4515,0.86,809,2465,386,"DMB0040,DMB0114,DMB0150,DMB0180",Myotis bechsteinii,Chiroptera,Mammalia,"Lombardy, GrottaMarelli",Italy,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0264/EHA02205_bin.52.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034136_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034136_kegg.tsv.gz,true,Species,Coassembly,Anal/cloacal swab,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034136.gbk.gz,1395,"SD0174301, SD0274701, SD0273001, SD0273501, SD0273801, SD0279301, SD0274201, SD0273401, SD0274001, SD0278101, SD0278001, SD0274901, SD0280001, SD0274101, SD0275001, SD0279601, SD0273901, SD0278701, SD0273701, SD0279101, SD0274501, SD0274601, SD0274801, SD0273601, SD0273301, SD0278501, SD0272901, SD0275201, SD0279701, SD0278901, SD0278801, SD0275301, SD0279901, SD0273201, SD0278601, SD0279801, SD0279001, SD0279201, SD0274301, SD0275101, SD0279401, SD0277901, SD0279501, SD0274401, SD0278301, SD0278401, SD0278201",15.7,43.4,"DMB0040,DMB0114,DMB0150,DMB0180",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM013411,EHA00302_bin.9.fa,EHA00302,ABB0114,EHA00302,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.94,98.94,0.87,99.86,0.54,4969598,47.80%,105118,,97,,,,Podarcis muralis,Squamata,Reptilia,Aragón,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0114/EHA00302_bin.9.fa.gz,,,false,Species,Individual,Faecal,,,SD0063101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS011
EHM015951,EHA00298_bin.17.fa,EHA00298,ABB0114,EHA00298,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,95.71,95.71,0.86,98.58,0.91,4627090,48.20%,115086,,62,,,,Podarcis muralis,Squamata,Reptilia,Aragón,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0114/EHA00298_bin.17.fa.gz,,,false,Species,Individual,Faecal,,,SD0062001,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS011
EHM019745,EHA00624_bin.7.fa,EHA00624,ABB0122,EHA00624,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.96,98.96,0.88,71.94,1.53,3273693,48.10%,12337,,403,,,"DMB0029,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Berlin-Brandenburg,Germany,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0122/EHA00624_bin.7.fa.gz,,,false,Species,Individual,Faecal,,,SD0144101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM019781,EHA00183_bin.3.fa,EHA00183,ABB0138,EHA00183,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.91,98.91,0.86,99.52,0.45,4866050,47.80%,110865,,94,4527,574,"DMB0029,DMB0114,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Greater London,United Kingdom,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0138/EHA00183_bin.3.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM019781_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM019781_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM019781.gbk.gz,3002,"SD0073601, SD0073701",12.7,33.7,"DMB0029,DMB0114,DMB0172",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM019812,EHA00196_bin.13.fa,EHA00196,ABB0141,EHA00196,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.94,98.94,0.87,84.42,4.09,3818360,48.40%,7678,,704,,,"DMB0029,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Segovia,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0141/EHA00196_bin.13.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0050701, SD0050501, SD0050401",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM019838,EHA00206_bin.15.fa,EHA00206,ABB0144,EHA00206,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.89,98.89,0.85,96.74,2.56,4987804,48.00%,25225,,326,,,"DMB0029,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Sussex,United Kingdom,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0144/EHA00206_bin.15.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0073001, SD0073401, SD0073101, SD0073501, SD0073201",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM020052,EHA00169_bin.7.fa,EHA00169,ABB0134,EHA00169,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,95.49,95.49,0.87,96.18,3.90,4589332,48.20%,33255,,266,4192,463,"DMB0029,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Berlin-Brandenburg,Germany,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0134/EHA00169_bin.7.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM020052_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM020052_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM020052.gbk.gz,2916,"SD0141701, SD0142601, SD0144601, SD0144201, SD0144101, SD0144301, SD0141901, SD0141501, SD0141601, SD0142101",11.0,30.4,DMB0172,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM021745,EHA00598_bin.14.fa,EHA00598,ABB0262,EHA00598,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,95.65,95.65,0.85,97.22,5.24,5083579,48.00%,170669,0.86,59,4608,552,"DMB0029,DMB0114,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Berlin-Brandenburg,Germany,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0262/EHA00598_bin.14.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021745_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021745_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021745.gbk.gz,3154,SD0142601,12.0,31.6,"DMB0029,DMB0114",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM025129,EHA01546_bin.21.fa,EHA01546,ABB0216,EHA01546,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.94,98.94,0.87,99.86,0.54,4947652,47.80%,94600,,103,4682,625,"DMB0010,DMB0112,DMB0113,DMB0114",Podarcis muralis,Squamata,Reptilia,Aragón,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0216/EHA01546_bin.21.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM025129_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM025129_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM025129.gbk.gz,3004,"SD0063201, SD0063101, SD0063001, SD0063301",13.3,35.8,"DMB0010,DMB0112,DMB0114,DMB0113",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM026643,EHA01527_bin.45.fa,EHA01527,ABB0213,EHA01527,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,95.89,95.89,0.90,98.48,3.18,4420691,48.30%,20813,,325,4087,404,"DMB0010,DMB0112,DMB0113,DMB0114",Podarcis muralis,Squamata,Reptilia,Aragón,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0213/EHA01527_bin.45.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM026643_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM026643_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM026643.gbk.gz,2845,"SD0061301, SD0061601, SD0061901, SD0061201, SD0062001, SD0061801",9.9,30.4,"DMB0010,DMB0112,DMB0114,DMB0113",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM028344,EHA01287_bin.3.fa,EHA01287,ABB0174,EHA01287,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.00,99.00,0.91,82.34,2.49,3744621,48.00%,7611,0.86,662,,,"DMB0029,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Segovia,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01287_bin.3.fa.gz,,,false,Species,Individual,Faecal,,,SD0050501,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM028875,EHA01277_bin.26.fa,EHA01277,ABB0174,EHA01277,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.77,98.77,0.81,79.52,2.02,3746743,48.00%,4951,0.86,901,3287,531,"DMB0022,DMB0030,DMB0114,DMB0187",Timon lepidus,Squamata,Reptilia,Arouca,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01277_bin.26.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM028875_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM028875_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM028875.gbk.gz,1862,SD0258901,16.2,43.4,"DMB0022,DMB0030,DMB0114",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM029720,EHA01845_bin.245.fa,EHA01845,ABB0242,EHA01845,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.86,98.86,0.91,62.11,1.91,2730306,49.00%,4984,0.87,641,,,DMB0022,Timon lepidus,Squamata,Reptilia,Arouca,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0242/EHA01845_bin.245.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM029720_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM029720_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM029720.gbk.gz,,"SD0252601, SD0256701, SD0258901, SD0249601, SD0249901, SD0254001, SD0258601, SD0257101, SD0250801, SD0256101, SD0255901",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM033990,EHA00606_bin.6.fa,EHA00606,ABB0262,EHA00606,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.08,99.08,0.92,86.41,1.17,3979025,48.00%,22085,0.86,257,,,"DMB0029,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Sussex,United Kingdom,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0262/EHA00606_bin.6.fa.gz,,,false,Species,Individual,Faecal,,,SD0073001,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM034006,EHA00614_bin.8.fa,EHA00614,ABB0262,EHA00614,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.59,98.59,0.82,70.91,2.00,3724751,48.00%,10371,0.85,452,,,"DMB0029,DMB0172",Plecotus auritus,Chiroptera,Mammalia,Viken,Norway,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0262/EHA00614_bin.8.fa.gz,,,false,Species,Individual,Faecal,,,SD0161101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM034098,EHA02205_bin.16.fa,EHA02205,ABB0264,EHA02205,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.05,99.05,0.93,94.96,3.55,4403962,48.00%,21737,0.86,304,3990,382,"DMB0040,DMB0114,DMB0150,DMB0180",Myotis bechsteinii,Chiroptera,Mammalia,"Lombardy, GrottaMarelli",Italy,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0264/EHA02205_bin.16.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034098_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034098_kegg.tsv.gz,true,Species,Coassembly,Anal/cloacal swab,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034098.gbk.gz,2827,"SD0174301, SD0274701, SD0273001, SD0273501, SD0273801, SD0279301, SD0274201, SD0273401, SD0274001, SD0278101, SD0278001, SD0274901, SD0280001, SD0274101, SD0275001, SD0279601, SD0273901, SD0278701, SD0273701, SD0279101, SD0274501, SD0274601, SD0274801, SD0273601, SD0273301, SD0278501, SD0272901, SD0275201, SD0279701, SD0278901, SD0278801, SD0275301, SD0279901, SD0273201, SD0278601, SD0279801, SD0279001, SD0279201, SD0274301, SD0275101, SD0279401, SD0277901, SD0279501, SD0274401, SD0278301, SD0278401, SD0278201",9.6,29.1,"DMB0040,DMB0114,DMB0150",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM034518,EHA02345_bin.5.fa,EHA02345,ABB0269,EHA02345,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.02,99.02,0.88,100.00,0.15,4792154,48.00%,300554,0.86,45,,,"DMB0042,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Irun,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0269/EHA02345_bin.5.fa.gz,,,false,Species,Individual,Faecal,,,SD0342101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM034582,EHA02328_bin.12.fa,EHA02328,ABB0269,EHA02328,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.02,99.02,0.87,100.00,0.04,4812957,48.00%,205045,0.86,66,,,"DMB0042,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Eskoriatza,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0269/EHA02328_bin.12.fa.gz,,,false,Species,Individual,Faecal,,,SD0343701,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM034613,EHA02338_bin.5.fa,EHA02338,ABB0269,EHA02338,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.12,99.12,0.88,100.00,0.01,4727852,48.00%,181676,0.86,57,4294,447,"DMB0042,DMB0114,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Irun,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0269/EHA02338_bin.5.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034613_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034613_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034613.gbk.gz,2996,SD0342301,10.4,30.2,"DMB0042,DMB0114,DMB0157",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM034663,EHA02355_bin.14.fa,EHA02355,ABB0269,EHA02355,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.02,99.02,0.89,100.00,0.03,4978946,48.00%,254463,0.86,106,,,"DMB0042,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Eskoriatza,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0269/EHA02355_bin.14.fa.gz,,,false,Species,Individual,Faecal,,,SD0343601,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM034897,EHA02326_bin.25.fa,EHA02326,ABB0269,EHA02326,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.05,99.05,0.85,99.96,6.22,4539780,48.00%,25706,0.86,254,,,"DMB0042,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Irun,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0269/EHA02326_bin.25.fa.gz,,,false,Species,Individual,Faecal,,,SD0342201,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM035016,EHA02364_bin.14.fa,EHA02364,ABB0270,EHA02364,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.11,99.11,0.91,100.00,0.07,4509409,48.00%,74245,0.86,110,,,"DMB0042,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Eskoriatza,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0270/EHA02364_bin.14.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0343701, SD0343801, SD0343601, SD0343501",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
