genome1,genome2,dist,similarity
GCA_022774455.1_ASM2277445v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.015561879,0.9844381
EHA00928_bin.90.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.029423416,0.9705766
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.017011106,0.9829889
GCF_003459965.1_ASM345996v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.024762094,0.9752379
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.015998006,0.984002
EHA01202_bin.66.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.025402784,0.9745972
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.018867493,0.9811325
EHA01634_bin.14.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.0157789,0.9842211
GCF_002206325.1_ASM220632v2_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01605308,0.9839469
GCF_003468915.1_ASM346891v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.018619478,0.9813805
GCF_018784125.1_ASM1878412v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.0,1.0
GCF_018587995.1_ASM1858799v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.012587488,0.9874125
GCF_001405935.1_13414_6_56_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.021639287,0.9783607
GCA_015060925.1_ASM1506092v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.243761,0.756239
GCF_003474765.1_ASM347476v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.02285707,0.97714293
EHA05078_bin.42.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.024136782,0.9758632
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.016108394,0.9838916
GCF_012843465.1_ASM1284346v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.017068684,0.9829313
GCF_020687325.1_ASM2068732v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.026904702,0.9730953
GCF_003472045.1_ASM347204v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01655519,0.9834448
GCF_003464475.1_ASM346447v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01741749,0.9825825
GCF_029369685.1_ASM2936968v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.025402784,0.9745972
GCA_008679655.1_ASM867965v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.028315127,0.9716849
GCA_003464145.1_ASM346414v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.016839087,0.9831609
EHA04696_bin.132.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.024214208,0.9757858
GCF_003469775.1_ASM346977v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01741749,0.9825825
GCF_018292145.1_ASM1829214v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01594299,0.984057
EHA03390_bin.20.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.026394486,0.9736055
GCF_003469715.1_ASM346971v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01789093,0.98210907
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.02390629,0.9760937
GCA_022771305.1_ASM2277130v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.015240371,0.9847596
EHA00539_bin.6.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.021991313,0.9780087
GCA_030844705.1_ASM3084470v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.0154005885,0.9845994
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.02707702,0.972923
GCA_022784765.1_ASM2278476v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.023226798,0.9767732
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.012729287,0.9872707
EHA03306_bin.55.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.020747006,0.979253
GCA_030844325.1_ASM3084432v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01666832,0.9833317
GCA_030842445.1_ASM3084244v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.017359018,0.982641
EHA04588_bin.13.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.02184987,0.9781501
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.025647223,0.9743528
EHA03349_bin.40.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.020814478,0.9791855
GCA_008680675.1_ASM868067v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.02213347,0.97786653
GCA_030839725.1_ASM3083972v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.018619478,0.9813805
EHA01845_bin.103.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.0171265,0.9828735
GCA_009774835.1_ASM977483v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.025565505,0.9744345
GCA_020809955.1_ASM2080995v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.015454173,0.9845458
GCF_003468605.1_ASM346860v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.016163707,0.9838363
GCF_019733675.1_ASM1973367v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.018070877,0.9819291
EHA01958_bin.190.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.005087137,0.99491286
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.011983991,0.988016
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.022710681,0.9772893
EHA01281_bin.18.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.015888214,0.9841118
GCA_030841945.1_ASM3084194v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.016781986,0.983218
GCF_003471825.1_ASM347182v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.01666832,0.9833317
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.006874621,0.9931254
EHA03351_bin.43.fa,GCF_018784125.1_ASM1878412v1_genomic.fna,0.015833497,0.9841665
GCF_003469235.1_ASM346923v1_genomic.fna,GCF_018784125.1_ASM1878412v1_genomic.fna,0.018496513,0.9815035
GCA_030839525.1_ASM3083952v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.025321782,0.9746782
EHA04680_bin.8.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.02460432,0.9753957
EHA04575_bin.10.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016839087,0.9831609
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.03819281,0.9618072
EHA00535_bin.6.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.032197177,0.9678028
EHA00531_bin.1.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.025321782,0.9746782
GCF_003439415.1_ASM343941v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016611695,0.9833883
EHA03376_bin.12.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.024214208,0.9757858
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.024291694,0.9757083
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.012776673,0.9872233
GCA_025757725.1_ASM2575772v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015454173,0.9845458
GCF_003437495.1_ASM343749v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017184377,0.9828156
GCF_001405775.1_13414_6_6_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.0154005885,0.9845994
GCF_003467575.1_ASM346757v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.018131316,0.9818687
EHA01439_bin.44.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.021018088,0.9789819
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.024136782,0.9758632
GCA_022776965.1_ASM2277696v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.023226798,0.9767732
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.0094870925,0.9905129
GCF_001406015.1_14207_7_71_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.025080502,0.9749195
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015616,0.984384
GCF_018288975.1_ASM1828897v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015081286,0.9849187
GCF_022835355.1_ASM2283535v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017476082,0.9825239
EHA03161_bin.52.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.01605308,0.9839469
GCF_018289335.1_ASM1828933v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.009813786,0.9901862
GCF_022835335.1_ASM2283533v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.01741749,0.9825825
GCA_030842705.1_ASM3084270v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016330719,0.9836693
GCF_018784195.1_ASM1878419v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016953588,0.9830464
EHA05111_bin.128.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015187204,0.9848128
GCA_014870645.1_ASM1487064v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.010398626,0.9896014
GCA_008679285.1_ASM867928v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017831206,0.9821688
GCA_030843875.1_ASM3084387v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.024920821,0.9750792
EHA00726_bin.13.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016163707,0.9838363
EHA03288_bin.14.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.0157789,0.9842211
GCF_003475725.1_ASM347572v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.01789093,0.98210907
EHA02500_bin.116.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.02804488,0.9719551
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.021920502,0.9780795
GCA_022774455.1_ASM2277445v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015561879,0.9844381
EHA00928_bin.90.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.027600586,0.9723994
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016896307,0.9831037
GCF_003459965.1_ASM345996v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.025080502,0.9749195
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015561879,0.9844381
EHA01202_bin.66.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.026394486,0.9736055
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.01911807,0.9808819
EHA01634_bin.14.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017534912,0.9824651
GCF_002206325.1_ASM220632v2_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.0157789,0.9842211
GCF_003468915.1_ASM346891v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017068684,0.9829313
GCF_018784125.1_ASM1878412v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.012587488,0.9874125
GCF_018587995.1_ASM1858799v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.0,1.0
GCF_001405935.1_13414_6_56_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.021223426,0.9787766
GCA_015060925.1_ASM1506092v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.243761,0.756239
GCF_003474765.1_ASM347476v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.022930622,0.9770694
EHA05078_bin.42.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.023602009,0.976398
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015616,0.984384
GCF_012843465.1_ASM1284346v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015187204,0.9848128
GCF_020687325.1_ASM2068732v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.026143014,0.973857
GCF_003472045.1_ASM347204v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016330719,0.9836693
GCF_003464475.1_ASM346447v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016386628,0.9836134
GCF_029369685.1_ASM2936968v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.02572918,0.9742708
GCA_008679655.1_ASM867965v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.026648402,0.9733516
GCA_003464145.1_ASM346414v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.01655519,0.9834448
EHA04696_bin.132.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.02352649,0.9764735
GCF_003469775.1_ASM346977v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016953588,0.9830464
GCF_018292145.1_ASM1829214v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016274929,0.9837251
EHA03390_bin.20.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.025647223,0.9743528
GCF_003469715.1_ASM346971v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017534912,0.9824651
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.023602009,0.976398
GCA_022771305.1_ASM2277130v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016386628,0.9836134
EHA00539_bin.6.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.021292329,0.9787077
GCA_030844705.1_ASM3084470v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017300606,0.9826994
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.026733518,0.9732665
GCA_022784765.1_ASM2278476v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.023829877,0.9761701
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.009245515,0.9907545
EHA03306_bin.55.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.021430492,0.9785695
GCA_030844325.1_ASM3084432v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016274929,0.9837251
GCA_030842445.1_ASM3084244v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016611695,0.9833883
EHA04588_bin.13.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.02184987,0.9781501
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.026143014,0.973857
EHA03349_bin.40.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.019691885,0.9803081
GCA_008680675.1_ASM868067v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.023004293,0.9769957
GCA_030839725.1_ASM3083972v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.017771602,0.9822284
EHA01845_bin.103.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015507996,0.984492
GCA_009774835.1_ASM977483v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.024841309,0.9751587
GCA_020809955.1_ASM2080995v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015187204,0.9848128
GCF_003468605.1_ASM346860v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015888214,0.9841118
GCF_019733675.1_ASM1973367v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.019181192,0.9808188
EHA01958_bin.190.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.012540519,0.9874595
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.0027706623,0.99722934
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.023226798,0.9767732
EHA01281_bin.18.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.015507996,0.984492
GCA_030841945.1_ASM3084194v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016839087,0.9831609
GCF_003471825.1_ASM347182v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.016498923,0.9835011
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.012919784,0.9870802
EHA03351_bin.43.fa,GCF_018587995.1_ASM1858799v1_genomic.fna,0.014975905,0.9850241
GCF_003469235.1_ASM346923v1_genomic.fna,GCF_018587995.1_ASM1858799v1_genomic.fna,0.01741749,0.9825825
GCA_030839525.1_ASM3083952v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021292329,0.9787077
EHA04680_bin.8.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.024214208,0.9757858
EHA04575_bin.10.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.020747006,0.979253
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.037685692,0.9623143
EHA00535_bin.6.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.029423416,0.9705766
EHA00531_bin.1.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.022062302,0.9779377
GCF_003439415.1_ASM343941v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02115482,0.9788452
EHA03376_bin.12.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.025241077,0.9747589
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.019563198,0.9804368
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021709323,0.9782907
GCA_025757725.1_ASM2575772v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02156949,0.9784305
GCF_003437495.1_ASM343749v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02156949,0.9784305
GCF_001405775.1_13414_6_6_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021223426,0.9787766
GCF_003467575.1_ASM346757v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021709323,0.9782907
EHA01439_bin.44.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.022710681,0.9772893
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.018805325,0.9811947
GCA_022776965.1_ASM2277696v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.018867493,0.9811325
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.019951403,0.9800486
GCF_001406015.1_14207_7_71_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.024683118,0.9753169
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021086395,0.9789136
GCF_018288975.1_ASM1828897v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.022420406,0.9775796
GCF_022835355.1_ASM2283535v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.022637784,0.9773622
EHA03161_bin.52.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.019951403,0.9800486
GCF_018289335.1_ASM1828933v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02227658,0.9777234
GCF_022835335.1_ASM2283533v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.022565126,0.9774349
GCA_030842705.1_ASM3084270v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.020679712,0.9793203
GCF_018784195.1_ASM1878419v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021292329,0.9787077
EHA05111_bin.128.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.021292329,0.9787077
GCA_014870645.1_ASM1487064v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021018088,0.9789819
GCA_008679285.1_ASM867928v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.023078203,0.9769218
GCA_030843875.1_ASM3084387v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021709323,0.9782907
EHA00726_bin.13.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.020747006,0.979253
EHA03288_bin.14.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.021086395,0.9789136
GCF_003475725.1_ASM347572v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.020679712,0.9793203
EHA02500_bin.116.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.028587997,0.971412
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.018131316,0.9818687
GCA_022774455.1_ASM2277445v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.020412326,0.9795877
EHA00928_bin.90.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.028315127,0.9716849
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.022420406,0.9775796
GCF_003459965.1_ASM345996v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02088219,0.9791178
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.020545602,0.9794544
EHA01202_bin.66.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.024059713,0.9759403
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02227658,0.9777234
EHA01634_bin.14.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.022348404,0.9776516
GCF_002206325.1_ASM220632v2_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.020612597,0.9793874
GCF_003468915.1_ASM346891v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021639287,0.9783607
GCF_018784125.1_ASM1878412v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021639287,0.9783607
GCF_018587995.1_ASM1858799v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021223426,0.9787766
GCF_001405935.1_13414_6_56_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.0,1.0
GCA_015060925.1_ASM1506092v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.243761,0.756239
GCF_003474765.1_ASM347476v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.018681288,0.9813187
EHA05078_bin.42.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.023602009,0.976398
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02184987,0.9781501
GCF_012843465.1_ASM1284346v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.023152411,0.9768476
GCF_020687325.1_ASM2068732v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.023226798,0.9767732
GCF_003472045.1_ASM347204v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.019886196,0.9801138
GCF_003464475.1_ASM346447v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.020612597,0.9793874
GCF_029369685.1_ASM2936968v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021292329,0.9787077
GCA_008679655.1_ASM867965v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.023753703,0.9762463
GCA_003464145.1_ASM346414v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021709323,0.9782907
EHA04696_bin.132.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.023451328,0.9765487
GCF_003469775.1_ASM346977v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021361291,0.9786387
GCF_018292145.1_ASM1829214v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.020950079,0.9790499
EHA03390_bin.20.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.024683118,0.9753169
GCF_003469715.1_ASM346971v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.02184987,0.9781501
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.019756496,0.9802435
GCA_022771305.1_ASM2277130v1_genomic.fna,GCF_001405935.1_13414_6_56_genomic.fna,0.021920502,0.9780795
EHA00539_bin.6.fa,GCF_001405935.1_13414_6_56_genomic.fna,0.024059713,0.9759403
