persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
EHA00531_bin.1_CDS_1719	0.011	1.011	True
EHA00531_bin.1_CDS_1722	0.0	1.0	True
EHA00531_bin.1_CDS_1724	0.0	1.0	True
EHA00531_bin.1_CDS_1725	0.0	1.0	True
EHA00531_bin.1_CDS_1726	0.0	1.0	True
EHA00531_bin.1_CDS_1727	0.0	1.0	True
EHA00531_bin.1_CDS_1728	0.0	1.0	True
EHA00531_bin.1_CDS_1731	0.0	1.0	True
EHA00531_bin.1_CDS_1732	0.0	1.0	True
EHA00531_bin.1_CDS_1734	0.0	1.011	True
EHA00531_bin.1_CDS_1735	0.0	1.0	True
EHA00531_bin.1_CDS_1736	0.0	1.011	True
EHA00531_bin.1_CDS_1737	0.0	1.011	True
EHA00531_bin.1_CDS_1738	0.0	1.011	True
EHA00531_bin.1_CDS_1739	0.0	1.0	True
EHA00531_bin.1_CDS_1740	0.0	1.0	True
EHA00531_bin.1_CDS_1741	0.0	1.0	True
EHA00531_bin.1_CDS_1742	0.0	1.011	True
EHA00531_bin.1_CDS_1743	0.0	1.0	True
EHA00531_bin.1_CDS_1744	0.0	1.132	True
EHA00531_bin.1_CDS_1745	0.0	1.0	True
EHA00531_bin.1_CDS_1747	0.0	1.0	True
EHA00531_bin.1_CDS_1748	0.0	1.0	True
EHA00531_bin.1_CDS_1749	0.0	1.0	True
EHA00531_bin.1_CDS_1750	0.0	1.0	True
EHA00531_bin.1_CDS_1751	0.0	1.0	True
EHA00531_bin.1_CDS_1752	0.0	1.0	True
EHA00531_bin.1_CDS_1753	0.0	1.0	True
EHA00531_bin.1_CDS_1754	0.0	1.011	True
EHA00531_bin.1_CDS_1755	0.0	1.0	True
EHA00531_bin.1_CDS_1756	0.0	1.0	True
EHA00531_bin.1_CDS_1763	0.0	1.023	True
EHA00531_bin.1_CDS_1765	0.0	1.011	True
EHA00531_bin.1_CDS_1768	0.0	1.0	True
EHA00531_bin.1_CDS_1769	0.0	1.0	True
EHA00531_bin.1_CDS_1790	0.0	1.0	True
EHA00531_bin.1_CDS_1791	0.0	1.0	True
EHA00531_bin.1_CDS_1794	0.0	1.0	True
EHA00531_bin.1_CDS_1795	0.0	1.0	True
EHA00531_bin.1_CDS_1796	0.0	1.0	True
EHA00531_bin.1_CDS_1797	0.0	1.0	True
EHA00531_bin.1_CDS_1798	0.0	1.0	True
EHA00531_bin.1_CDS_1799	0.0	1.067	True
EHA00531_bin.1_CDS_1800	0.0	1.011	True
EHA00531_bin.1_CDS_1801	0.0	1.0	True
EHA00531_bin.1_CDS_1803	0.0	1.0	True
EHA00531_bin.1_CDS_1804	0.0	1.0	True
EHA00531_bin.1_CDS_1805	0.0	1.0	True
EHA00531_bin.1_CDS_1806	0.0	1.011	True
EHA00531_bin.1_CDS_1807	0.0	1.0	True
EHA00531_bin.1_CDS_1808	0.0	1.0	True
EHA00531_bin.1_CDS_1809	0.0	1.0	True
EHA00531_bin.1_CDS_1810	0.0	1.0	True
EHA00531_bin.1_CDS_1812	0.0	1.0	True
EHA00531_bin.1_CDS_1813	0.0	1.0	True
EHA00531_bin.1_CDS_1814	0.0	1.0	True
EHA00531_bin.1_CDS_1815	0.0	1.0	True
EHA00531_bin.1_CDS_1816	0.0	1.0	True
EHA00531_bin.1_CDS_1817	0.0	1.0	True
EHA00531_bin.1_CDS_1819	0.0	1.0	True
EHA00531_bin.1_CDS_1820	0.0	1.0	True
EHA00531_bin.1_CDS_1821	0.0	1.0	True
EHA00531_bin.1_CDS_1822	0.0	1.0	True
EHA00531_bin.1_CDS_1823	0.0	1.0	True
EHA00531_bin.1_CDS_1824	0.0	1.0	True
EHA00531_bin.1_CDS_1825	0.0	1.011	True
EHA00531_bin.1_CDS_1829	0.0	1.011	True
EHA00531_bin.1_CDS_1830	0.0	1.0	True
EHA00531_bin.1_CDS_1831	0.0	1.0	True
EHA00531_bin.1_CDS_1832	0.0	1.0	True
EHA00531_bin.1_CDS_1833	0.0	1.0	True
EHA00531_bin.1_CDS_1835	0.0	1.0	True
EHA00531_bin.1_CDS_1836	0.0	1.0	True
EHA00531_bin.1_CDS_1837	0.0	1.0	True
EHA00531_bin.1_CDS_1838	0.0	1.0	True
EHA00531_bin.1_CDS_1839	0.0	1.0	True
EHA00531_bin.1_CDS_1840	0.0	1.0	True
EHA00531_bin.1_CDS_1841	0.0	1.022	True
EHA00531_bin.1_CDS_1842	0.0	1.011	True
EHA00531_bin.1_CDS_1843	0.0	1.011	True
EHA00531_bin.1_CDS_1845	0.0	1.0	True
EHA00531_bin.1_CDS_1846	0.0	1.0	True
EHA00531_bin.1_CDS_1847	0.0	1.0	True
EHA00531_bin.1_CDS_1848	0.0	1.0	True
EHA00531_bin.1_CDS_1849	0.0	1.011	True
EHA00531_bin.1_CDS_1850	0.0	1.012	True
EHA00531_bin.1_CDS_1852	0.0	1.022	True
EHA00531_bin.1_CDS_1853	0.0	1.011	True
EHA00531_bin.1_CDS_1856	0.011	1.011	True
EHA00531_bin.1_CDS_1857	0.0	1.0	True
EHA00531_bin.1_CDS_1858	0.0	1.022	True
EHA00531_bin.1_CDS_1861	0.011	1.033	True
EHA00531_bin.1_CDS_1862	0.0	1.0	True
EHA00531_bin.1_CDS_1863	0.0	1.0	True
EHA00531_bin.1_CDS_1864	0.0	1.0	True
EHA00531_bin.1_CDS_1866	0.011	1.011	True
EHA00531_bin.1_CDS_1867	0.0	1.0	True
EHA00531_bin.1_CDS_1868	0.0	1.0	True
EHA00531_bin.1_CDS_1869	0.0	1.0	True
EHA00531_bin.1_CDS_1870	0.0	1.022	True
EHA00531_bin.1_CDS_1871	0.0	1.022	True
EHA00531_bin.1_CDS_1872	0.0	1.0	True
EHA00531_bin.1_CDS_1874	0.0	1.0	True
EHA00531_bin.1_CDS_1875	0.0	1.011	True
EHA00531_bin.1_CDS_1884	0.0	1.011	True
EHA00531_bin.1_CDS_1885	0.0	1.0	True
EHA00531_bin.1_CDS_1886	0.0	1.011	True
EHA00531_bin.1_CDS_1887	0.0	1.0	True
EHA00531_bin.1_CDS_1888	0.0	1.0	True
EHA00531_bin.1_CDS_1889	0.0	1.011	True
EHA00531_bin.1_CDS_1891	0.0	1.011	True
EHA00531_bin.1_CDS_1892	0.011	1.011	True
EHA00531_bin.1_CDS_1893	0.0	1.022	True
EHA00531_bin.1_CDS_1894	0.0	1.0	True
EHA00531_bin.1_CDS_1901	0.0	1.0	True
EHA00531_bin.1_CDS_1904	0.0	1.033	True
EHA00531_bin.1_CDS_1906	0.0	1.0	True
EHA00531_bin.1_CDS_1907	0.011	1.011	True
EHA00531_bin.1_CDS_1908	0.0	1.0	True
EHA00531_bin.1_CDS_1910	0.0	1.0	True
EHA00531_bin.1_CDS_1912	0.0	1.0	True
EHA00531_bin.1_CDS_1913	0.0	1.0	True
EHA00531_bin.1_CDS_1914	0.0	1.0	True
EHA00531_bin.1_CDS_1915	0.0	1.0	True
EHA00531_bin.1_CDS_1917	0.0	1.0	True
EHA00531_bin.1_CDS_1919	0.0	1.011	True
EHA00531_bin.1_CDS_1920	0.0	1.011	True
EHA00531_bin.1_CDS_1921	0.0	1.0	True
EHA00531_bin.1_CDS_1923	0.0	1.0	True
EHA00531_bin.1_CDS_1925	0.0	1.0	True
EHA00531_bin.1_CDS_1928	0.0	1.0	True
EHA00531_bin.1_CDS_1957	0.0	1.0	True
EHA00531_bin.1_CDS_1959	0.0	1.0	True
EHA00531_bin.1_CDS_1961	0.0	1.0	True
EHA00531_bin.1_CDS_1962	0.0	1.0	True
EHA00531_bin.1_CDS_1963	0.0	1.0	True
EHA00531_bin.1_CDS_1965	0.0	1.0	True
EHA00531_bin.1_CDS_1967	0.0	1.0	True
EHA00531_bin.1_CDS_1968	0.0	1.0	True
EHA00531_bin.1_CDS_1970	0.0	1.011	True
EHA00531_bin.1_CDS_1971	0.0	1.0	True
EHA00531_bin.1_CDS_1972	0.0	1.0	True
EHA00531_bin.1_CDS_1973	0.0	1.0	True
EHA00531_bin.1_CDS_1974	0.0	1.0	True
EHA00531_bin.1_CDS_1976	0.0	1.011	True
EHA00531_bin.1_CDS_1977	0.012	1.012	True
EHA00531_bin.1_CDS_1978	0.011	1.011	True
EHA00531_bin.1_CDS_1979	0.011	1.022	True
EHA00531_bin.1_CDS_1980	0.0	1.011	True
EHA00531_bin.1_CDS_1981	0.0	1.0	True
EHA00531_bin.1_CDS_1982	0.0	1.0	True
EHA00531_bin.1_CDS_1983	0.0	1.0	True
EHA00531_bin.1_CDS_1984	0.0	1.0	True
EHA00531_bin.1_CDS_1985	0.0	1.0	True
EHA00531_bin.1_CDS_1986	0.0	1.0	True
EHA00531_bin.1_CDS_1987	0.026	1.026	True
EHA00531_bin.1_CDS_1988	0.013	1.013	True
EHA00531_bin.1_CDS_1989	0.013	1.013	True
EHA00531_bin.1_CDS_1990	0.013	1.013	True
EHA00531_bin.1_CDS_1991	0.013	1.013	True
EHA00531_bin.1_CDS_1992	0.013	1.013	True
EHA00531_bin.1_CDS_1993	0.013	1.013	True
EHA00531_bin.1_CDS_1994	0.0	1.0	True
EHA00531_bin.1_CDS_1995	0.0	1.0	True
EHA00531_bin.1_CDS_1996	0.0	1.0	True
EHA00531_bin.1_CDS_1997	0.013	1.013	True
EHA00531_bin.1_CDS_1998	0.013	1.013	True
EHA00531_bin.1_CDS_2000	0.013	1.013	True
EHA00531_bin.1_CDS_2001	0.013	1.012	True
EHA00531_bin.1_CDS_2002	0.012	1.024	True
EHA00531_bin.1_CDS_2003	0.012	1.012	True
EHA00531_bin.1_CDS_2004	0.012	1.012	True
EHA00531_bin.1_CDS_2005	0.0	1.0	True
EHA00531_bin.1_CDS_2006	0.0	1.0	True
EHA00531_bin.1_CDS_2007	0.0	1.0	True
EHA00531_bin.1_CDS_2008	0.0	1.0	True
EHA00531_bin.1_CDS_2009	0.0	1.0	True
EHA00531_bin.1_CDS_2010	0.0	1.0	True
EHA00531_bin.1_CDS_2011	0.0	1.0	True
EHA00531_bin.1_CDS_2012	0.0	1.0	True
EHA00531_bin.1_CDS_2013	0.0	1.011	True
EHA00531_bin.1_CDS_2014	0.0	1.0	True
EHA00531_bin.1_CDS_2016	0.0	1.0	True
EHA00531_bin.1_CDS_2017	0.0	1.0	True
EHA00531_bin.1_CDS_2018	0.0	1.022	True
EHA00531_bin.1_CDS_2019	0.0	1.0	True
EHA00531_bin.1_CDS_2020	0.0	1.0	True
EHA00531_bin.1_CDS_2023	0.0	1.0	True
EHA00531_bin.1_CDS_2024	0.0	1.011	True
EHA00531_bin.1_CDS_2025	0.0	1.011	True
EHA00531_bin.1_CDS_2026	0.0	1.0	True
EHA00531_bin.1_CDS_2027	0.0	1.0	True
EHA00531_bin.1_CDS_2028	0.0	1.0	True
EHA00531_bin.1_CDS_2029	0.0	1.0	True
EHA00531_bin.1_CDS_2030	0.0	1.022	True
EHA00531_bin.1_CDS_2031	0.0	1.0	True
EHA00531_bin.1_CDS_2032	0.0	1.011	True
EHA00531_bin.1_CDS_2033	0.0	1.0	True
EHA00531_bin.1_CDS_2034	0.0	1.0	True
EHA00531_bin.1_CDS_2035	0.0	1.0	True
EHA00531_bin.1_CDS_2036	0.0	1.0	True
EHA00531_bin.1_CDS_2037	0.011	1.011	True
EHA00531_bin.1_CDS_2039	0.0	1.0	True
EHA00531_bin.1_CDS_2042	0.0	1.011	True
EHA00531_bin.1_CDS_2043	0.0	1.0	True
EHA00531_bin.1_CDS_2047	0.0	1.0	True
EHA00531_bin.1_CDS_2048	0.0	1.0	True
EHA00531_bin.1_CDS_2049	0.0	1.0	True
EHA00531_bin.1_CDS_2051	0.0	1.0	True
EHA00531_bin.1_CDS_2052	0.0	1.0	True
EHA00531_bin.1_CDS_2053	0.0	1.0	True
EHA00531_bin.1_CDS_2054	0.0	1.0	True
EHA00531_bin.1_CDS_2057	0.0	1.0	True
EHA00531_bin.1_CDS_2058	0.0	1.0	True
EHA00531_bin.1_CDS_2059	0.0	1.011	True
EHA00531_bin.1_CDS_2060	0.0	1.0	True
EHA00531_bin.1_CDS_2061	0.0	1.0	True
EHA00531_bin.1_CDS_2063	0.0	1.011	True
EHA00531_bin.1_CDS_2064	0.0	1.022	True
EHA00531_bin.1_CDS_2065	0.0	1.011	True
EHA00531_bin.1_CDS_2066	0.0	1.043	True
EHA00531_bin.1_CDS_2069	0.011	1.011	True
EHA00531_bin.1_CDS_2070	0.012	1.012	True
EHA00531_bin.1_CDS_2081	0.0	1.0	True
EHA00531_bin.1_CDS_2082	0.0	1.011	True
EHA00531_bin.1_CDS_2083	0.0	1.0	True
EHA00531_bin.1_CDS_2084	0.0	1.0	True
EHA00531_bin.1_CDS_2085	0.0	1.032	True
EHA00531_bin.1_CDS_2086	0.0	1.011	True
EHA00531_bin.1_CDS_2088	0.0	1.0	True
EHA00531_bin.1_CDS_2089	0.0	1.0	True
EHA00531_bin.1_CDS_2091	0.0	1.011	True
EHA00531_bin.1_CDS_2092	0.0	1.0	True
EHA00531_bin.1_CDS_2093	0.0	1.0	True
EHA00531_bin.1_CDS_2094	0.0	1.0	True
EHA00531_bin.1_CDS_2095	0.0	1.0	True
EHA00531_bin.1_CDS_2097	0.0	1.0	True
EHA00531_bin.1_CDS_2098	0.0	1.0	True
EHA00531_bin.1_CDS_2102	0.0	1.011	True
EHA00531_bin.1_CDS_2103	0.0	1.0	True
EHA00531_bin.1_CDS_2105	0.0	1.0	True
EHA00531_bin.1_CDS_2106	0.0	1.0	True
EHA00531_bin.1_CDS_2107	0.0	1.011	True
EHA00531_bin.1_CDS_2109	0.0	1.0	True
EHA00531_bin.1_CDS_2110	0.0	1.0	True
EHA00531_bin.1_CDS_2111	0.0	1.0	True
EHA00531_bin.1_CDS_2112	0.0	1.0	True
EHA00531_bin.1_CDS_2115	0.0	1.0	True
EHA00531_bin.1_CDS_2116	0.0	1.0	True
EHA00531_bin.1_CDS_2117	0.0	1.0	True
EHA00531_bin.1_CDS_2118	0.0	1.0	True
EHA00531_bin.1_CDS_2119	0.0	1.011	True
EHA00531_bin.1_CDS_2120	0.0	1.012	True
EHA00531_bin.1_CDS_2121	0.0	1.06	True
EHA00531_bin.1_CDS_2124	0.0	1.047	True
EHA00531_bin.1_CDS_2125	0.0	1.0	True
EHA00531_bin.1_CDS_2126	0.012	1.024	True
EHA00531_bin.1_CDS_2127	0.012	1.096	True
EHA00531_bin.1_CDS_2130	0.011	1.011	True
EHA00531_bin.1_CDS_2131	0.0	1.034	True
EHA00531_bin.1_CDS_2132	0.0	1.092	True
EHA00531_bin.1_CDS_2133	0.0	1.0	True
EHA00531_bin.1_CDS_2134	0.0	1.0	True
EHA00531_bin.1_CDS_2135	0.0	1.0	True
EHA00531_bin.1_CDS_2136	0.0	1.0	True
EHA00531_bin.1_CDS_2137	0.0	1.0	True
EHA00531_bin.1_CDS_2138	0.0	1.0	True
EHA00531_bin.1_CDS_2139	0.0	1.011	True
EHA00531_bin.1_CDS_2140	0.0	1.0	True
EHA00531_bin.1_CDS_2141	0.0	1.0	True
EHA00531_bin.1_CDS_2142	0.0	1.022	True
EHA00531_bin.1_CDS_2143	0.0	1.0	True
EHA00531_bin.1_CDS_2144	0.0	1.0	True
EHA00531_bin.1_CDS_2145	0.0	1.0	True
EHA00531_bin.1_CDS_2147	0.0	1.0	True
EHA00531_bin.1_CDS_2152	0.0	1.0	True
EHA00531_bin.1_CDS_2153	0.0	1.0	True
EHA00531_bin.1_CDS_2154	0.0	1.011	True
EHA00531_bin.1_CDS_2155	0.0	1.0	True
EHA00531_bin.1_CDS_2162	0.0	1.011	True
EHA00531_bin.1_CDS_2163	0.0	1.0	True
EHA00531_bin.1_CDS_2164	0.0	1.032	True
EHA00531_bin.1_CDS_2165	0.0	1.022	True
EHA00531_bin.1_CDS_2166	0.0	1.021	True
EHA00531_bin.1_CDS_2168	0.0	1.011	True
EHA00531_bin.1_CDS_2169	0.0	1.0	True
EHA00531_bin.1_CDS_2170	0.0	1.0	True
EHA00531_bin.1_CDS_2171	0.0	1.011	True
EHA00531_bin.1_CDS_2172	0.0	1.022	True
EHA00531_bin.1_CDS_2174	0.0	1.0	True
EHA00531_bin.1_CDS_2212	0.0	1.0	True
EHA00531_bin.1_CDS_2213	0.0	1.0	True
EHA00531_bin.1_CDS_2233	0.0	1.011	True
EHA00531_bin.1_CDS_2234	0.0	1.0	True
EHA00531_bin.1_CDS_2235	0.0	1.0	True
EHA00531_bin.1_CDS_2237	0.0	1.0	True
EHA00531_bin.1_CDS_2239	0.0	1.0	True
EHA00531_bin.1_CDS_2240	0.0	1.0	True
EHA00531_bin.1_CDS_2241	0.0	1.0	True
EHA00531_bin.1_CDS_2242	0.0	1.0	True
EHA00531_bin.1_CDS_2243	0.0	1.011	True
EHA00531_bin.1_CDS_2244	0.0	1.0	True
EHA00531_bin.1_CDS_2245	0.0	1.0	True
EHA00531_bin.1_CDS_2246	0.0	1.0	True
EHA00531_bin.1_CDS_2249	0.0	1.011	True
EHA00531_bin.1_CDS_2250	0.0	1.011	True
EHA00531_bin.1_CDS_2254	0.0	1.0	True
EHA00531_bin.1_CDS_2256	0.0	1.0	True
EHA00531_bin.1_CDS_2258	0.0	1.022	True
EHA00531_bin.1_CDS_2259	0.0	1.0	True
EHA00531_bin.1_CDS_2260	0.0	1.0	True
EHA00531_bin.1_CDS_2261	0.0	1.0	True
EHA00531_bin.1_CDS_2264	0.0	1.0	True
EHA00531_bin.1_CDS_2265	0.0	1.011	True
EHA00531_bin.1_CDS_2267	0.0	1.011	True
EHA00531_bin.1_CDS_2268	0.0	1.0	True
EHA00531_bin.1_CDS_2269	0.0	1.022	True
EHA00531_bin.1_CDS_2271	0.0	1.0	True
EHA00531_bin.1_CDS_2274	0.0	1.0	True
EHA00531_bin.1_CDS_2275	0.0	1.011	True
EHA00531_bin.1_CDS_2276	0.0	1.0	True
EHA00531_bin.1_CDS_2277	0.0	1.0	True
EHA00531_bin.1_CDS_2278	0.0	1.0	True
EHA00531_bin.1_CDS_2279	0.0	1.0	True
EHA00531_bin.1_CDS_2281	0.0	1.0	True
EHA00531_bin.1_CDS_2282	0.0	1.0	True
EHA00531_bin.1_CDS_2283	0.0	1.0	True
EHA00531_bin.1_CDS_2285	0.0	1.0	True
EHA00531_bin.1_CDS_2286	0.0	1.0	True
EHA00531_bin.1_CDS_2287	0.0	1.0	True
EHA00531_bin.1_CDS_2288	0.0	1.0	True
EHA00531_bin.1_CDS_2289	0.0	1.0	True
EHA00531_bin.1_CDS_2290	0.0	1.0	True
EHA00531_bin.1_CDS_2291	0.0	1.011	True
EHA00531_bin.1_CDS_2292	0.0	1.0	True
EHA00531_bin.1_CDS_2293	0.0	1.0	True
EHA00531_bin.1_CDS_2294	0.0	1.0	True
EHA00531_bin.1_CDS_2295	0.0	1.0	True
EHA00531_bin.1_CDS_2297	0.0	1.011	True
EHA00531_bin.1_CDS_2298	0.0	1.011	True
EHA00531_bin.1_CDS_2301	0.0	1.011	True
EHA00531_bin.1_CDS_2302	0.0	1.0	True
EHA00531_bin.1_CDS_2303	0.0	1.0	True
EHA00531_bin.1_CDS_2308	0.0	1.0	True
EHA00531_bin.1_CDS_2309	0.0	1.0	True
EHA00531_bin.1_CDS_2310	0.0	1.0	True
EHA00531_bin.1_CDS_2314	0.0	1.011	True
EHA00531_bin.1_CDS_2315	0.0	1.0	True
EHA00531_bin.1_CDS_2320	0.0	1.0	True
EHA00531_bin.1_CDS_2326	0.0	1.0	True
EHA00531_bin.1_CDS_2327	0.0	1.0	True
EHA00531_bin.1_CDS_2328	0.0	1.0	True
EHA00531_bin.1_CDS_2329	0.0	1.0	True
EHA00531_bin.1_CDS_2330	0.011	1.011	True
EHA00531_bin.1_CDS_2331	0.0	1.0	True
EHA00531_bin.1_CDS_2333	0.0	1.0	True
EHA00531_bin.1_CDS_2334	0.0	1.032	True
EHA00531_bin.1_CDS_2335	0.0	1.0	True
EHA00531_bin.1_CDS_2341	0.0	1.033	True
EHA00531_bin.1_CDS_2342	0.0	1.0	True
EHA00531_bin.1_CDS_2374	0.0	1.0	True
EHA00531_bin.1_CDS_2377	0.0	1.0	True
EHA00531_bin.1_CDS_2378	0.0	1.0	True
EHA00531_bin.1_CDS_2380	0.0	1.0	True
EHA00531_bin.1_CDS_2395	0.022	1.022	True
EHA00531_bin.1_CDS_2397	0.022	1.022	True
EHA00531_bin.1_CDS_2400	0.022	1.022	True
EHA00531_bin.1_CDS_2401	0.022	1.022	True
EHA00531_bin.1_CDS_2402	0.022	1.022	True
EHA00531_bin.1_CDS_2403	0.022	1.022	True
EHA00531_bin.1_CDS_2404	0.022	1.022	True
EHA00531_bin.1_CDS_2405	0.022	1.022	True
EHA00531_bin.1_CDS_2430	0.0	1.011	True
EHA00531_bin.1_CDS_2431	0.0	1.0	True
EHA00531_bin.1_CDS_2434	0.0	1.0	True
EHA00531_bin.1_CDS_2435	0.0	1.011	True
EHA00531_bin.1_CDS_2436	0.0	1.0	True
EHA00531_bin.1_CDS_2437	0.0	1.0	True
EHA00531_bin.1_CDS_2438	0.0	1.0	True
EHA00531_bin.1_CDS_2440	0.0	1.0	True
EHA00531_bin.1_CDS_2441	0.0	1.022	True
EHA00531_bin.1_CDS_2444	0.0	1.0	True
EHA00531_bin.1_CDS_2445	0.0	1.0	True
EHA00531_bin.1_CDS_2446	0.0	1.0	True
EHA00531_bin.1_CDS_2447	0.0	1.011	True
EHA00531_bin.1_CDS_2448	0.0	1.0	True
EHA00531_bin.1_CDS_2465	0.26	1.312	False
EHA00531_bin.1_CDS_2469	0.269	1.328	False
EHA00531_bin.1_CDS_2470	0.0	1.0	True
EHA00531_bin.1_CDS_2471	0.0	1.022	True
EHA00531_bin.1_CDS_2472	0.0	1.0	True
EHA00531_bin.1_CDS_2473	0.0	1.0	True
EHA00531_bin.1_CDS_2474	0.0	1.043	True
EHA00531_bin.1_CDS_2476	0.0	1.011	True
EHA00531_bin.1_CDS_2477	0.0	1.0	True
EHA00531_bin.1_CDS_2479	0.0	1.0	True
EHA00531_bin.1_CDS_2482	0.0	1.0	True
EHA00531_bin.1_CDS_2483	0.0	1.0	True
EHA00531_bin.1_CDS_2484	0.0	1.0	True
EHA00531_bin.1_CDS_2485	0.0	1.011	True
EHA00531_bin.1_CDS_2486	0.0	1.0	True
EHA00531_bin.1_CDS_2487	0.0	1.0	True
EHA00531_bin.1_CDS_2489	0.0	1.0	True
EHA00531_bin.1_CDS_2491	0.0	1.0	True
EHA00531_bin.1_CDS_2492	0.0	1.0	True
EHA00531_bin.1_CDS_2493	0.88	1.935	False
EHA00531_bin.1_CDS_2498	0.0	1.0	True
EHA00531_bin.1_CDS_2499	0.0	1.011	True
EHA00531_bin.1_CDS_2500	0.0	1.0	True
EHA00531_bin.1_CDS_2502	0.0	1.0	True
EHA00531_bin.1_CDS_2504	0.0	1.011	True
EHA00531_bin.1_CDS_2505	0.0	1.0	True
EHA00531_bin.1_CDS_2507	0.0	1.0	True
EHA00531_bin.1_CDS_2508	0.0	1.0	True
EHA00531_bin.1_CDS_2509	0.0	1.022	True
EHA00531_bin.1_CDS_2510	0.0	1.022	True
EHA00531_bin.1_CDS_2511	0.0	1.0	True
EHA00531_bin.1_CDS_2512	0.0	1.0	True
EHA00531_bin.1_CDS_2513	0.0	1.0	True
EHA00531_bin.1_CDS_2516	0.0	1.082	True
EHA00531_bin.1_CDS_2519	0.0	1.0	True
EHA00531_bin.1_CDS_2526	0.0	1.011	True
EHA00531_bin.1_CDS_2527	0.0	1.0	True
EHA00531_bin.1_CDS_2528	0.0	1.0	True
EHA00531_bin.1_CDS_2529	0.0	1.011	True
EHA00531_bin.1_CDS_2530	0.0	1.0	True
EHA00531_bin.1_CDS_2531	0.0	1.0	True
EHA00531_bin.1_CDS_2533	0.0	1.0	True
EHA00531_bin.1_CDS_2534	0.0	1.0	True
EHA00531_bin.1_CDS_2535	0.0	1.0	True
EHA00531_bin.1_CDS_2536	0.0	1.011	True
EHA00531_bin.1_CDS_2537	0.0	1.0	True
EHA00531_bin.1_CDS_2538	0.0	1.011	True
EHA00531_bin.1_CDS_2539	0.0	1.011	True
EHA00531_bin.1_CDS_2541	0.0	1.0	True
EHA00531_bin.1_CDS_2544	0.0	1.0	True
EHA00531_bin.1_CDS_2545	0.0	1.0	True
EHA00531_bin.1_CDS_2549	0.0	1.0	True
EHA00531_bin.1_CDS_2550	0.0	1.0	True
EHA00531_bin.1_CDS_2551	0.0	1.0	True
EHA00531_bin.1_CDS_2553	0.0	1.0	True
EHA00531_bin.1_CDS_2554	0.0	1.0	True
EHA00531_bin.1_CDS_2555	0.0	1.0	True
EHA00531_bin.1_CDS_2556	0.0	1.0	True
EHA00531_bin.1_CDS_2637	0.0	1.0	True
EHA00531_bin.1_CDS_2638	0.348	1.371	False
EHA00531_bin.1_CDS_2639	0.0	1.0	True
EHA00531_bin.1_CDS_2640	0.0	1.0	True
EHA00531_bin.1_CDS_2641	0.0	1.011	True
EHA00531_bin.1_CDS_2642	0.0	1.066	True
EHA00531_bin.1_CDS_2643	0.0	1.011	True
EHA00531_bin.1_CDS_2644	0.0	1.0	True
EHA00531_bin.1_CDS_2645	0.0	1.0	True
EHA00531_bin.1_CDS_2646	0.0	1.0	True
EHA00531_bin.1_CDS_2647	0.0	1.011	True
EHA00531_bin.1_CDS_2648	0.0	1.0	True
EHA00531_bin.1_CDS_2649	0.0	1.055	True
EHA00531_bin.1_CDS_2652	0.0	1.0	True
EHA00531_bin.1_CDS_2653	0.0	1.0	True
EHA00531_bin.1_CDS_2654	0.0	1.0	True
EHA00531_bin.1_CDS_2655	0.0	1.0	True
EHA00531_bin.1_CDS_2656	0.0	1.0	True
EHA00531_bin.1_CDS_2657	0.0	1.011	True
EHA00531_bin.1_CDS_2658	0.0	1.0	True
EHA00531_bin.1_CDS_2659	0.0	1.0	True
EHA00531_bin.1_CDS_2660	0.0	1.011	True
EHA00531_bin.1_CDS_2661	0.0	1.0	True
EHA00531_bin.1_CDS_2668	0.0	1.011	True
EHA00531_bin.1_CDS_2670	0.0	1.0	True
EHA00531_bin.1_CDS_2671	0.0	1.0	True
EHA00531_bin.1_CDS_2672	0.0	1.0	True
EHA00531_bin.1_CDS_2673	0.0	1.0	True
EHA00531_bin.1_CDS_2674	0.0	1.0	True
EHA00531_bin.1_CDS_2683	0.0	1.0	True
EHA00531_bin.1_CDS_2684	0.0	1.0	True
EHA00531_bin.1_CDS_2685	0.0	1.012	True
EHA00531_bin.1_CDS_2686	0.0	1.0	True
EHA00531_bin.1_CDS_2687	0.0	1.053	True
EHA00531_bin.1_CDS_2689	0.0	1.022	True
EHA00531_bin.1_CDS_2690	0.0	1.011	True
EHA00531_bin.1_CDS_2691	0.0	1.048	True
EHA00531_bin.1_CDS_2708	0.0	1.0	True
EHA00531_bin.1_CDS_2722	0.0	1.172	True
EHA00531_bin.1_CDS_2723	0.0	1.011	True
EHA00531_bin.1_CDS_2724	0.0	1.0	True
EHA00531_bin.1_CDS_2756	0.0	1.0	True
EHA00531_bin.1_CDS_2762	0.0	1.0	True
EHA00531_bin.1_CDS_2765	0.0	1.0	True
EHA00531_bin.1_CDS_2766	0.0	1.0	True
EHA00531_bin.1_CDS_2772	0.0	1.0	True
EHA00531_bin.1_CDS_2773	0.0	1.0	True
EHA00531_bin.1_CDS_2774	0.0	1.0	True
EHA00531_bin.1_CDS_2775	0.0	1.0	True
EHA00531_bin.1_CDS_2776	0.0	1.0	True
EHA00531_bin.1_CDS_2777	0.013	1.013	True
EHA00531_bin.1_CDS_2779	0.0	1.0	True
EHA00531_bin.1_CDS_2780	0.0	1.011	True
EHA00531_bin.1_CDS_2781	0.0	1.0	True
