representative_RGP	nb_spots	mod_list	RGP_list
EHA00539_bin.6^_2_RGP_0	1	module_120	EHA00539_bin.6^_2_RGP_0,EHA00726_bin.13^_51_RGP_0,EHA02500_bin.116^_14_RGP_0,EHA03288_bin.14^_73_RGP_0,EHA03351_bin.43^_52_RGP_0,QSEH01000011.1_RGP_0,JAUUSL010000173.1_RGP_0,JAUURM010000014.1_RGP_0,CAUBHL010000004.1_RGP_0,CAUFLA010000006.1_RGP_0,CAUFQX010000008.1_RGP_0,NZ_QSQS01000012.1_RGP_0,NZ_QSVO01000013.1_RGP_0,NZ_QRYZ01000026.1_RGP_0,NZ_QSHF01000012.1_RGP_0,NZ_QSJN01000012.1_RGP_0,NZ_QSIV01000013.1_RGP_0,NZ_QSLF01000013.1_RGP_0,NZ_QRKE01000013.1_RGP_0,NZ_QRPY01000023.1_RGP_1,NZ_QRPY01000040.1_RGP_0,NZ_CP072254.1_RGP_30,NZ_WQNZ01000002.1_RGP_0,NZ_JAASIM010000011.1_RGP_0,NZ_JAJEQK010000013.1_RGP_0,NZ_BQOC01000004.1_RGP_1,NZ_BQOD01000004.1_RGP_1
EHA00539_bin.6^_265_RGP_0	1	module_135,module_108	EHA00539_bin.6^_265_RGP_0,EHA00726_bin.13^_12_RGP_4,EHA01281_bin.18^_45_RGP_1,EHA01634_bin.14^_251_RGP_0,EHA01845_bin.103^_123_RGP_0,EHA01958_bin.190^_288_RGP_0,EHA03161_bin.52^_4_RGP_0,EHA03288_bin.14^_112_RGP_0,EHA03351_bin.43^_91_RGP_0,EHA05111_bin.128^_84_RGP_0,QSEH01000009.1_RGP_2,NANL01000021.1_RGP_1,WGVK01000034.1_RGP_0,DYUW01000021.1_RGP_0,JALFBZ010000036.1_RGP_1,JALFMD010000035.1_RGP_0,CP107196.1_RGP_31,JAUULV010000133.1_RGP_0,JAUUSL010000096.1_RGP_0,JAUURM010000039.1_RGP_0,JAUUNW010000063.1_RGP_0,JAUUNC010000023.1_RGP_0,CATXLD010000025.1_RGP_0,CAUADP010000061.1_RGP_0,CAUAVI010000021.1_RGP_0,CAUBHL010000024.1_RGP_0,CAUGMZ010000033.1_RGP_0,CAUHJC010000019.1_RGP_1,NZ_CYYK01000001.1_RGP_3,NZ_NJFM02000001.1_RGP_29,NZ_QSQS01000002.1_RGP_6,NZ_QSVO01000001.1_RGP_5,NZ_QRYZ01000001.1_RGP_5,NZ_QSHF01000001.1_RGP_6,NZ_QSIP01000001.1_RGP_3,NZ_QSJN01000004.1_RGP_5,NZ_QSIV01000008.1_RGP_1,NZ_QSLF01000002.1_RGP_6,NZ_QRKE01000002.1_RGP_5,NZ_QRKR01000001.1_RGP_4,NZ_JABAFE010000014.1_RGP_2,NZ_CP072210.1_RGP_32,NZ_CP072231.1_RGP_31,NZ_CP072254.1_RGP_32,NZ_WQNY01000036.1_RGP_2,NZ_WQNZ01000058.1_RGP_3,NZ_JAASIM010000003.1_RGP_3,NZ_BQOC01000002.1_RGP_5,NZ_BQOD01000002.1_RGP_5
EHA00539_bin.6^_155_RGP_0	0	module_125	EHA00539_bin.6^_155_RGP_0,EHA01439_bin.44^_242_RGP_0,EHA01634_bin.14^_356_RGP_0
EHA00539_bin.6^_222_RGP_0	1	module_133,module_134	EHA00539_bin.6^_222_RGP_0,CAUFQX010000009.1_RGP_0
EHA00539_bin.6^_512_RGP_0	1	module_142	EHA00539_bin.6^_512_RGP_0,EHA00726_bin.13^_73_RGP_0,EHA03288_bin.14^_10_RGP_0,EHA03349_bin.40^_362_RGP_0,QSEH01000063.1_RGP_0,QSEH01000022.1_RGP_0,NAKS01000003.1_RGP_2,DYUW01000029.1_RGP_0,DYUW01000046.1_RGP_0,JALFMD010000017.1_RGP_0,JALFGY010000015.1_RGP_0,JAUULV010000068.1_RGP_0,CATYVK010000001.1_RGP_0,CAUBHL010000019.1_RGP_0,CAUHJC010000017.1_RGP_0,NZ_CYXP01000014.1_RGP_0,NZ_QSQS01000018.1_RGP_0,NZ_QSVO01000020.1_RGP_0,NZ_QRYZ01000018.1_RGP_0,NZ_QSHF01000015.1_RGP_0,NZ_QSIP01000016.1_RGP_0,NZ_QSJN01000015.1_RGP_0,NZ_QSIV01000052.1_RGP_0,NZ_QSLF01000024.1_RGP_0,NZ_QRKE01000021.1_RGP_0,NZ_WQNZ01000084.1_RGP_0,NZ_JAASIM010000016.1_RGP_0,NZ_BQOD01000004.1_RGP_0
EHA00726_bin.13^_6_RGP_0	2	module_149	EHA00726_bin.13^_6_RGP_0,EHA01281_bin.18^_22_RGP_0,EHA01634_bin.14^_101_RGP_0,EHA01634_bin.14^_499_RGP_0,EHA01845_bin.103^_5_RGP_0,EHA01958_bin.190^_223_RGP_0,EHA03161_bin.52^_1_RGP_0,EHA03288_bin.14^_121_RGP_0,EHA03351_bin.43^_58_RGP_0,EHA05111_bin.128^_23_RGP_0,QSEH01000061.1_RGP_0,NANL01000003.1_RGP_0,WGVK01000018.1_RGP_0,DYUW01000109.1_RGP_0,JALFBZ010000044.1_RGP_0,JALFMD010000003.1_RGP_0,CP107196.1_RGP_24,JAUULV010000057.1_RGP_0,JAUURM010000006.1_RGP_1,JAUUQX010000122.1_RGP_0,JAUUNC010000003.1_RGP_1,CATXLD010000030.1_RGP_0,CAUADP010000020.1_RGP_0,CAUAVI010000017.1_RGP_0,CAUBHL010000001.1_RGP_1,CAUCSL010000020.1_RGP_0,CAUGMZ010000012.1_RGP_0,CAUHJC010000012.1_RGP_1,NZ_CYYK01000002.1_RGP_4,NZ_NJFM02000001.1_RGP_24,NZ_QSQS01000009.1_RGP_1,NZ_QSVO01000008.1_RGP_1,NZ_QRYZ01000013.1_RGP_0,NZ_QSHF01000007.1_RGP_1,NZ_QSIP01000028.1_RGP_0,NZ_QSJN01000007.1_RGP_1,NZ_QSIV01000024.1_RGP_0,NZ_QSLF01000004.1_RGP_2,NZ_QRKE01000012.1_RGP_1,NZ_QRKR01000023.1_RGP_0,NZ_QRPY01000009.1_RGP_0,NZ_JABAFE010000003.1_RGP_3,NZ_CP072210.1_RGP_26,NZ_CP072231.1_RGP_27,NZ_CP072254.1_RGP_29,NZ_WQNY01000022.1_RGP_1,NZ_WQNZ01000107.1_RGP_1,NZ_BQOC01000001.1_RGP_17,NZ_BQOD01000001.1_RGP_17
EHA00726_bin.13^_19_RGP_0	1	module_163	EHA00726_bin.13^_19_RGP_0,QSEH01000016.1_RGP_0,NANL01000019.1_RGP_3,JALFMD010000059.1_RGP_0,JAUURM010000007.1_RGP_0,CAUBHL010000005.1_RGP_0,CAUHJC010000041.1_RGP_0,NZ_CYYK01000010.1_RGP_0,NZ_NJFM02000001.1_RGP_15,NZ_QSQS01000001.1_RGP_5,NZ_QSVO01000024.1_RGP_0,NZ_QRYZ01000006.1_RGP_0,NZ_QSLF01000003.1_RGP_3,NZ_QSLL01000122.1_RGP_0,NZ_QRKE01000004.1_RGP_2,NZ_QRKE01000035.1_RGP_0,NZ_CP072254.1_RGP_20,NZ_WQNZ01000013.1_RGP_1,NZ_WQNZ01000021.1_RGP_0,NZ_BQOC01000001.1_RGP_12,NZ_BQOD01000001.1_RGP_12
EHA00726_bin.13^_23_RGP_0	0	module_57,module_165,module_18,module_164	EHA00726_bin.13^_23_RGP_0,NZ_QSQS01000003.1_RGP_0
EHA00726_bin.13^_26_RGP_1	1	module_166,module_167	EHA00726_bin.13^_26_RGP_1,EHA03288_bin.14^_115_RGP_0,EHA03351_bin.43^_35_RGP_0,EHA04575_bin.10^_404_RGP_0,EHA04680_bin.8^_80_RGP_0,EHA04696_bin.132^_31_RGP_0,EHA05078_bin.42^_108_RGP_0,QSEH01000010.1_RGP_1,NANL01000006.1_RGP_1,DYUW01000063.1_RGP_0,JALFMD010000014.1_RGP_1,JAUULV010000118.1_RGP_0,JAUUSL010000083.1_RGP_0,JAUURM010000013.1_RGP_0,CATZPJ010000123.1_RGP_0,CAUBHL010000042.1_RGP_0,CAUHJC010000009.1_RGP_1,NZ_NJFM02000001.1_RGP_28,NZ_QSQS01000006.1_RGP_1,NZ_QSVO01000009.1_RGP_2,NZ_QRXK01000007.1_RGP_1,NZ_QRYZ01000005.1_RGP_1,NZ_QSIP01000015.1_RGP_1,NZ_QSLF01000009.1_RGP_0,NZ_QRKE01000005.1_RGP_2,NZ_QRKR01000005.1_RGP_2,NZ_CP072254.1_RGP_33,NZ_WQNZ01000048.1_RGP_1,NZ_CP120353.1_RGP_44
EHA00726_bin.13^_10_RGP_1	2	module_154	EHA00726_bin.13^_10_RGP_1,EHA00928_bin.90^_157_RGP_0,EHA01281_bin.18^_23_RGP_5,EHA01439_bin.44^_346_RGP_0,EHA01634_bin.14^_417_RGP_0,EHA01845_bin.103^_97_RGP_2,EHA01958_bin.190^_109_RGP_0,EHA03161_bin.52^_44_RGP_0,EHA03288_bin.14^_119_RGP_0,EHA03306_bin.55^_176_RGP_0,EHA03349_bin.40^_63_RGP_0,EHA03351_bin.43^_129_RGP_0,EHA04575_bin.10^_249_RGP_0,EHA04588_bin.13^_383_RGP_0,EHA05111_bin.128^_62_RGP_2,QSEH01000003.1_RGP_2,NANL01000014.1_RGP_2,NAMT01000006.1_RGP_4,DYUW01000095.1_RGP_2,JALFMD010000023.1_RGP_1,JALFYO010000022.1_RGP_0,CP107196.1_RGP_61,JAUUMF010000015.1_RGP_0,JAUURM010000008.1_RGP_3,JAUUQX010000033.1_RGP_0,JAUUNW010000305.1_RGP_0,CATYVK010000007.1_RGP_4,CATZAC010000154.1_RGP_0,CAUAVI010000040.1_RGP_0,CAUBHL010000035.1_RGP_0,CAUCZP010000023.1_RGP_0,CAUFBL010000021.1_RGP_0,CAUFLA010000014.1_RGP_1,CAUFQX010000011.1_RGP_1,NZ_CYYK01000001.1_RGP_11,NZ_NJFM02000001.1_RGP_57,NZ_QSQS01000002.1_RGP_8,NZ_QSVO01000022.1_RGP_1,NZ_QSLF01000002.1_RGP_8,NZ_QRKE01000016.1_RGP_1,NZ_QRPA01000009.1_RGP_1,NZ_CP072210.1_RGP_65,NZ_CP072254.1_RGP_60,NZ_WQNZ01000006.1_RGP_1,NZ_BQOC01000009.1_RGP_0,NZ_BQOD01000009.1_RGP_0
EHA00726_bin.13^_30_RGP_0	1	module_81,module_170,module_76	EHA00726_bin.13^_30_RGP_0,EHA03288_bin.14^_3_RGP_0,EHA03351_bin.43^_120_RGP_0,EHA04575_bin.10^_378_RGP_0,EHA04588_bin.13^_220_RGP_0,WGVK01000009.1_RGP_0,JALFMD010000001.1_RGP_0,JAUUSL010000013.1_RGP_0,JAUURM010000006.1_RGP_0,CAUAVI010000016.1_RGP_0,CAUBHL010000001.1_RGP_0,CAUCAE010000006.1_RGP_0,NZ_QSQS01000009.1_RGP_0,NZ_QSVO01000008.1_RGP_0,NZ_QRYZ01000015.1_RGP_1,NZ_QSLF01000020.1_RGP_0,NZ_QRKE01000017.1_RGP_1,NZ_CP072231.1_RGP_14,NZ_CP072254.1_RGP_17,NZ_JAFBJB010000006.1_RGP_1,NZ_WQNZ01000107.1_RGP_0,NZ_BQOC01000001.1_RGP_14,NZ_BQOD01000001.1_RGP_14
EHA00726_bin.13^_51_RGP_1	1	module_177,module_178	EHA00726_bin.13^_51_RGP_1,EHA01281_bin.18^_16_RGP_1,EHA01634_bin.14^_270_RGP_0,EHA01845_bin.103^_95_RGP_1,EHA01958_bin.190^_125_RGP_0,EHA03161_bin.52^_38_RGP_0,EHA03288_bin.14^_68_RGP_0,EHA03349_bin.40^_2_RGP_0,EHA03351_bin.43^_63_RGP_0,QSEH01000011.1_RGP_1,DYUW01000111.1_RGP_0,JALFBZ010000025.1_RGP_1,JALFMD010000018.1_RGP_1,CP107196.1_RGP_33,JAUURM010000014.1_RGP_1,JAUUQX010000005.1_RGP_1,JAUUNW010000004.1_RGP_1,JAUUNC010000025.1_RGP_0,CATXLD010000014.1_RGP_1,CAUADP010000028.1_RGP_0,CAUAVI010000003.1_RGP_1,CAUBHL010000004.1_RGP_1,CAUCAE010000014.1_RGP_1,NZ_CYYK01000013.1_RGP_1,NZ_QSQS01000012.1_RGP_1,NZ_QSVO01000013.1_RGP_1,NZ_QRYZ01000021.1_RGP_0,NZ_QSHF01000012.1_RGP_1,NZ_QSJN01000012.1_RGP_1,NZ_QSIV01000013.1_RGP_1,NZ_QSLF01000013.1_RGP_1,NZ_QRKE01000013.1_RGP_1,NZ_QRPY01000023.1_RGP_0,NZ_JABAFE010000009.1_RGP_2,NZ_CP072210.1_RGP_33,NZ_CP072254.1_RGP_34,NZ_JAFBJB010000011.1_RGP_1,NZ_WQNY01000051.1_RGP_1,NZ_WQNZ01000002.1_RGP_1,NZ_BQOC01000004.1_RGP_2,NZ_BQOD01000004.1_RGP_2
EHA00726_bin.13^_67_RGP_0	1	module_184,module_185	EHA00726_bin.13^_67_RGP_0,QSEH01000057.1_RGP_0,JALFMD010000050.1_RGP_0,CAUBHL010000005.1_RGP_1,NZ_QSQS01000001.1_RGP_7,NZ_QSVO01000026.1_RGP_1,NZ_QRYZ01000006.1_RGP_1,NZ_QSLF01000003.1_RGP_4,NZ_QRKE01000004.1_RGP_1,NZ_CP072254.1_RGP_39,NZ_WQNZ01000030.1_RGP_1,NZ_BQOC01000001.1_RGP_6,NZ_BQOD01000001.1_RGP_6
EHA00726_bin.13^_12_RGP_2	1	module_162	EHA00726_bin.13^_12_RGP_2,EHA03288_bin.14^_41_RGP_0,EHA03288_bin.14^_24_RGP_0,EHA03351_bin.43^_105_RGP_0,EHA03351_bin.43^_37_RGP_0,EHA04575_bin.10^_240_RGP_0,QSEH01000020.1_RGP_0,JALFMD010000052.1_RGP_0,CAUBHL010000051.1_RGP_0,NZ_QSQS01000002.1_RGP_4,NZ_QSVO01000001.1_RGP_3,NZ_QRYZ01000001.1_RGP_3,NZ_QSLF01000002.1_RGP_4,NZ_QRKE01000002.1_RGP_3,NZ_CP072254.1_RGP_27,NZ_WQNZ01000058.1_RGP_1,NZ_JAASIM010000008.1_RGP_0,NZ_BQOC01000002.1_RGP_3,NZ_BQOD01000002.1_RGP_3
EHA00726_bin.13^_37_RGP_0	1	module_174,module_175	EHA00726_bin.13^_37_RGP_0,EHA03288_bin.14^_72_RGP_0,EHA03351_bin.43^_12_RGP_0,QSEH01000006.1_RGP_0,JALFMD010000047.1_RGP_0,CAUBHL010000002.1_RGP_0,NZ_CYXP01000008.1_RGP_0,NZ_QSQS01000008.1_RGP_1,NZ_QSVO01000007.1_RGP_1,NZ_QRYZ01000004.1_RGP_1,NZ_QSLF01000001.1_RGP_2,NZ_QRKE01000001.1_RGP_2,NZ_CP072254.1_RGP_10,NZ_WQNZ01000131.1_RGP_0,NZ_BQOC01000001.1_RGP_4,NZ_BQOD01000001.1_RGP_4
EHA00726_bin.13^_49_RGP_0	1	module_176,module_92	EHA00726_bin.13^_49_RGP_0,QSEH01000002.1_RGP_1,WGVK01000008.1_RGP_0,CAUBHL010000016.1_RGP_0,CAUCSL010000001.1_RGP_0,CAUGMZ010000001.1_RGP_0,NZ_QSQS01000001.1_RGP_4,NZ_QSVO01000005.1_RGP_1,NZ_QRYZ01000020.1_RGP_0,NZ_QSLF01000004.1_RGP_1,NZ_QRKE01000003.1_RGP_1,NZ_CP072254.1_RGP_16,NZ_WQNZ01000143.1_RGP_1,NZ_BQOC01000001.1_RGP_11,NZ_BQOD01000001.1_RGP_11
EHA00726_bin.13^_66_RGP_5	1	module_183	EHA00726_bin.13^_66_RGP_5,EHA01634_bin.14^_381_RGP_0,EHA01958_bin.190^_0_RGP_0,EHA03161_bin.52^_28_RGP_1,EHA03288_bin.14^_82_RGP_0,EHA03351_bin.43^_19_RGP_0,JALFBZ010000020.1_RGP_3,JALFMD010000046.1_RGP_0,JAUURM010000003.1_RGP_5,JAUUNC010000001.1_RGP_6,CATXLD010000041.1_RGP_0,CATYBK010000001.1_RGP_4,CAUADP010000001.1_RGP_2,CAUAVI010000036.1_RGP_0,CAUBHL010000010.1_RGP_3,CAUCAE010000029.1_RGP_1,CAUCSL010000003.1_RGP_2,CAUGMZ010000003.1_RGP_5,NZ_NJFM02000001.1_RGP_51,NZ_QSQS01000005.1_RGP_5,NZ_QSVO01000006.1_RGP_5,NZ_QRYZ01000025.1_RGP_0,NZ_QSHF01000014.1_RGP_1,NZ_QSJN01000013.1_RGP_1,NZ_QSIV01000017.1_RGP_0,NZ_QSLF01000006.1_RGP_5,NZ_QRKE01000024.1_RGP_0,NZ_QRPY01000017.1_RGP_2,NZ_JABAFE010000004.1_RGP_7,NZ_CP072254.1_RGP_53,NZ_JAFBJB010000015.1_RGP_1,NZ_WQNY01000033.1_RGP_1,NZ_WQNZ01000159.1_RGP_5,NZ_BQOC01000004.1_RGP_4,NZ_BQOD01000011.1_RGP_0
EHA00726_bin.13^_73_RGP_1	1	module_189,module_190	EHA00726_bin.13^_73_RGP_1,EHA01634_bin.14^_34_RGP_0,EHA03161_bin.52^_91_RGP_0,EHA03349_bin.40^_265_RGP_0,QSEH01000022.1_RGP_1,NANL01000005.1_RGP_2,DYUW01000029.1_RGP_1,JALFBZ010000052.1_RGP_0,JALFMD010000017.1_RGP_1,JAUULV010000024.1_RGP_0,JAUURM010000003.1_RGP_2,JAUUNC010000001.1_RGP_5,CATZPJ010000001.1_RGP_0,CAUADP010000001.1_RGP_1,CAUBHL010000019.1_RGP_1,CAUCSL010000003.1_RGP_1,CAUHJC010000017.1_RGP_1,NZ_NJFM02000001.1_RGP_42,NZ_QSQS01000018.1_RGP_1,NZ_QSVO01000020.1_RGP_1,NZ_QRYZ01000018.1_RGP_1,NZ_QSIP01000016.1_RGP_1,NZ_QSLF01000019.1_RGP_1,NZ_QRKE01000021.1_RGP_1,NZ_JABAFE010000004.1_RGP_4,NZ_CP072254.1_RGP_44,NZ_WQNZ01000084.1_RGP_1,NZ_BQOC01000004.1_RGP_3,NZ_BQOD01000004.1_RGP_3
EHA00726_bin.13^_9_RGP_0	1	module_153	EHA00726_bin.13^_9_RGP_0,EHA03288_bin.14^_42_RGP_0,EHA03351_bin.43^_32_RGP_0,QSEH01000001.1_RGP_1,JALFMD010000038.1_RGP_0,JAUURM010000002.1_RGP_1,NZ_CYXP01000004.1_RGP_2,NZ_QSQS01000003.1_RGP_3,NZ_QSVO01000002.1_RGP_2,NZ_QRYZ01000002.1_RGP_1,NZ_QSLF01000001.1_RGP_3,NZ_QRKE01000001.1_RGP_4,NZ_CP072254.1_RGP_40,NZ_WQNZ01000013.1_RGP_0,NZ_JAASIM010000001.1_RGP_5,NZ_BQOC01000001.1_RGP_19,NZ_BQOD01000001.1_RGP_19
EHA00726_bin.13^_64_RGP_0	1	module_179	EHA00726_bin.13^_64_RGP_0,EHA01281_bin.18^_56_RGP_0,EHA01845_bin.103^_50_RGP_0,EHA03161_bin.52^_164_RGP_0,EHA04575_bin.10^_299_RGP_0,EHA05111_bin.128^_16_RGP_0,QSEH01000017.1_RGP_1,QSEH01000068.1_RGP_0,JALFMD010000015.1_RGP_0,CP107196.1_RGP_13,JAUULV010000142.1_RGP_0,JAUURM010000007.1_RGP_1,JAUUQX010000013.1_RGP_0,CAUBHL010000015.1_RGP_0,CAUCAE010000003.1_RGP_1,NZ_CYYK01000010.1_RGP_1,NZ_QSQS01000016.1_RGP_0,NZ_QSVO01000017.1_RGP_0,NZ_QRYZ01000014.1_RGP_0,NZ_QSIP01000002.1_RGP_2,NZ_QSLF01000012.1_RGP_1,NZ_QRKE01000018.1_RGP_0,NZ_QRKR01000014.1_RGP_0,NZ_QRPA01000003.1_RGP_1,NZ_JABAFE010000001.1_RGP_4,NZ_CP072210.1_RGP_15,NZ_CP072254.1_RGP_19,NZ_JAFBJB010000005.1_RGP_2,NZ_JAFBJB010000006.1_RGP_2,NZ_WQNZ01000009.1_RGP_0,NZ_BQOC01000001.1_RGP_13,NZ_BQOD01000001.1_RGP_13
EHA00726_bin.13^_0_RGP_0	0	module_45	EHA00726_bin.13^_0_RGP_0,EHA01281_bin.18^_46_RGP_0,EHA01958_bin.190^_234_RGP_0,QSEH01000069.1_RGP_0,JAUUSL010000208.1_RGP_0,JAUUOT010000269.1_RGP_0,CATXLD010000066.1_RGP_0,CAUCAE010000006.1_RGP_1,NZ_QSLL01000226.1_RGP_0,NZ_JABAFE010000024.1_RGP_0,NZ_WQNY01000037.1_RGP_0
EHA00726_bin.13^_1_RGP_0	1	module_140,module_145	EHA00726_bin.13^_1_RGP_0,EHA01281_bin.18^_4_RGP_0,EHA01634_bin.14^_457_RGP_0,EHA01634_bin.14^_204_RGP_0,EHA01845_bin.103^_90_RGP_0,EHA03161_bin.52^_167_RGP_0,EHA03288_bin.14^_7_RGP_1,EHA03351_bin.43^_31_RGP_1,EHA03376_bin.12^_13_RGP_0,EHA04575_bin.10^_310_RGP_0,EHA05111_bin.128^_92_RGP_0,QSEH01000004.1_RGP_0,NANL01000011.1_RGP_0,DYUW01000030.1_RGP_0,JALFBZ010000007.1_RGP_0,JALFMD010000024.1_RGP_1,CP107196.1_RGP_8,JAUULV010000114.1_RGP_0,JAUUSL010000031.1_RGP_0,JAUUQX010000012.1_RGP_0,JAUUNW010000271.1_RGP_0,JAUUNC010000002.1_RGP_0,CATZPJ010000151.1_RGP_0,CAUADP010000006.1_RGP_0,CAUAVI010000005.1_RGP_0,CAUBHL010000006.1_RGP_0,CAUCSL010000038.1_RGP_0,CAUHJC010000001.1_RGP_1,NZ_CYYK01000018.1_RGP_0,NZ_NJFM02000001.1_RGP_8,NZ_QSQS01000001.1_RGP_3,NZ_QSVO01000010.1_RGP_1,NZ_QRYZ01000009.1_RGP_1,NZ_QSHF01000003.1_RGP_1,NZ_QSIP01000002.1_RGP_1,NZ_QSJN01000001.1_RGP_2,NZ_QSIV01000002.1_RGP_0,NZ_QSLF01000003.1_RGP_1,NZ_QSLL01000041.1_RGP_0,NZ_QRKE01000008.1_RGP_1,NZ_QRKR01000003.1_RGP_0,NZ_QRPY01000024.1_RGP_0,NZ_JABAFE010000001.1_RGP_1,NZ_CP072210.1_RGP_12,NZ_CP072254.1_RGP_14,NZ_WQNZ01000030.1_RGP_0,NZ_WQNZ01000064.1_RGP_1,NZ_JAASIM010000002.1_RGP_2,NZ_BQOC01000001.1_RGP_7,NZ_BQOD01000001.1_RGP_7
EHA00726_bin.13^_12_RGP_0	1	module_158,module_159	EHA00726_bin.13^_12_RGP_0,EHA03288_bin.14^_63_RGP_0,EHA03351_bin.43^_21_RGP_0,QSEH01000003.1_RGP_1,NANL01000021.1_RGP_0,JALFMD010000043.1_RGP_0,JAUURM010000033.1_RGP_0,CAUBHL010000037.1_RGP_0,NZ_QSQS01000002.1_RGP_0,NZ_QSVO01000001.1_RGP_1,NZ_QRYZ01000001.1_RGP_0,NZ_QSLF01000002.1_RGP_0,NZ_QRKE01000002.1_RGP_1,NZ_CP072254.1_RGP_7,NZ_WQNZ01000058.1_RGP_0,NZ_BQOC01000002.1_RGP_1,NZ_BQOD01000002.1_RGP_0
EHA00726_bin.13^_32_RGP_0	1	module_172	EHA00726_bin.13^_32_RGP_0,QSEH01000001.1_RGP_0,CAUBHL010000011.1_RGP_0
EHA00726_bin.13^_66_RGP_2	1	module_181	EHA00726_bin.13^_66_RGP_2,EHA01845_bin.103^_106_RGP_0,EHA03349_bin.40^_340_RGP_0,EHA04575_bin.10^_21_RGP_0,EHA05111_bin.128^_77_RGP_0,CATZPJ010000011.1_RGP_0,NZ_CYYK01000009.1_RGP_0
EHA00726_bin.13^_3_RGP_0	0	module_148	EHA00726_bin.13^_3_RGP_0,QSEH01000062.1_RGP_0,CAUFBL010000013.1_RGP_0,NZ_QSIP01000034.1_RGP_0,NZ_QSIP01000029.1_RGP_0,NZ_QSIP01000032.1_RGP_0,NZ_QRKE01000053.1_RGP_0,NZ_QRKE01000042.1_RGP_0,NZ_QRKE01000045.1_RGP_0,NZ_QRPA01000018.1_RGP_1,NZ_QRPA01000035.1_RGP_0
EHA00726_bin.13^_12_RGP_3	1	module_160,module_161	EHA00726_bin.13^_12_RGP_3,EHA02500_bin.116^_115_RGP_0,EHA03376_bin.12^_25_RGP_0,QSEH01000009.1_RGP_1,JALFMD010000027.1_RGP_1,JAUURM010000009.1_RGP_0,CAUBHL010000012.1_RGP_0,NZ_QSQS01000002.1_RGP_5,NZ_QSVO01000001.1_RGP_4,NZ_QRYZ01000001.1_RGP_6,NZ_QSLF01000002.1_RGP_5,NZ_QRKE01000002.1_RGP_4,NZ_CP072254.1_RGP_28,NZ_WQNZ01000058.1_RGP_2,NZ_JAASIM010000008.1_RGP_1,NZ_BQOC01000002.1_RGP_4,NZ_BQOD01000002.1_RGP_4
EHA00726_bin.13^_37_RGP_1	0	module_173	EHA00726_bin.13^_37_RGP_1
EHA00726_bin.13^_64_RGP_1	1	module_180	EHA00726_bin.13^_64_RGP_1,EHA03288_bin.14^_27_RGP_0,EHA03351_bin.43^_112_RGP_0,QSEH01000017.1_RGP_2,WGVK01000012.1_RGP_2,JALFBZ010000050.1_RGP_3,JALFMD010000015.1_RGP_2,JAUUSL010000016.1_RGP_0,JAUURM010000007.1_RGP_3,JAUUNC010000014.1_RGP_3,CATXLD010000049.1_RGP_0,CAUADP010000044.1_RGP_0,CAUAVI010000027.1_RGP_1,CAUBHL010000015.1_RGP_2,CAUCAE010000003.1_RGP_5,CAUCSL010000009.1_RGP_4,CAUFNR010000050.1_RGP_0,CAUGMZ010000004.1_RGP_2,NZ_QSQS01000016.1_RGP_3,NZ_QSVO01000017.1_RGP_2,NZ_QRYZ01000014.1_RGP_2,NZ_QSHF01000010.1_RGP_3,NZ_QSJN01000001.1_RGP_5,NZ_QSIV01000010.1_RGP_2,NZ_QSLF01000012.1_RGP_3,NZ_QSLL01000020.1_RGP_1,NZ_QRKE01000018.1_RGP_2,NZ_QRPY01000015.1_RGP_3,NZ_JABAFE010000001.1_RGP_8,NZ_CP072231.1_RGP_45,NZ_CP072254.1_RGP_57,NZ_JAFBJB010000005.1_RGP_5,NZ_WQNY01000069.1_RGP_3,NZ_WQNZ01000026.1_RGP_2,NZ_JAASIM010000007.1_RGP_2,NZ_BQOC01000001.1_RGP_26,NZ_BQOD01000001.1_RGP_26
EHA00726_bin.13^_7_RGP_0	1	module_150,module_151,module_152	EHA00726_bin.13^_7_RGP_0,EHA03288_bin.14^_118_RGP_0,EHA03351_bin.43^_47_RGP_0,JALFMD010000051.1_RGP_0,JAUURM010000010.1_RGP_0,CATYVK010000015.1_RGP_0,CAUADP010000019.1_RGP_0,NZ_QSQS01000007.1_RGP_0,NZ_QSVO01000015.1_RGP_1,NZ_QRYZ01000011.1_RGP_0,NZ_QSLF01000011.1_RGP_1,NZ_QRKE01000010.1_RGP_0,NZ_CP072254.1_RGP_21,NZ_WQNZ01000106.1_RGP_0,NZ_BQOC01000001.1_RGP_15,NZ_BQOD01000001.1_RGP_15
EHA00726_bin.13^_10_RGP_0	3	module_155,module_157,module_156	EHA00726_bin.13^_10_RGP_0,NAMT01000009.1_RGP_2,JALFGY010000027.1_RGP_1,NZ_CYXP01000002.1_RGP_0,NZ_QSQS01000002.1_RGP_1,NZ_QSVO01000001.1_RGP_2,NZ_QRYZ01000001.1_RGP_1,NZ_QSHF01000001.1_RGP_2,NZ_QSIV01000001.1_RGP_0,NZ_QSLF01000002.1_RGP_1,NZ_CP072254.1_RGP_8,NZ_BQOC01000007.1_RGP_0,NZ_BQOD01000007.1_RGP_0,NZ_CP120353.1_RGP_10
