Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_023669315.1	87	83	62	57	49	37	4614577	4611507	4549111	4512364	4367223	3954058	83	259326	4611507	46.34	113667	33095	113274.1	16	42	0.00	3 + 0 part
GCF_023669345.1	89	72	58	50	38	29	4815124	4804650	4773140	4721421	4518088	4216178	72	436064	4804650	46.28	146147	38029	173210.7	11	32	0.00	5 + 0 part
GCF_023669365.1	129	109	83	63	50	34	4808602	4793980	4734950	4608091	4394843	3846521	109	228953	4793980	46.34	98402	26935	113003.4	16	47	0.00	5 + 0 part
GCF_023669505.1	86	81	66	60	46	33	4430865	4427617	4392435	4351335	4112296	3617807	81	372277	4427617	46.75	98422	33526	127299.8	14	42	0.00	2 + 0 part
GCF_024463985.1	196	81	57	48	35	26	5192255	5153645	5099619	5032227	4804694	4485639	81	533332	5153645	45.92	190631	37316	229841.1	8	30	0.00	3 + 0 part
GCF_025914195.1	1	1	1	1	1	1	4716350	4716350	4716350	4716350	4716350	4716350	1	4716350	4716350	46.32	4716350	4716350	4716350.0	1	1	85.87	3 + 0 part
GCF_027662845.1	51	48	38	35	29	25	4567002	4565255	4544034	4524053	4427793	4284176	48	463539	4565255	46.36	195924	70886	224882.7	8	23	2.19	3 + 0 part
GCF_027671165.1	59	51	40	30	22	20	4672098	4666240	4643246	4574559	4437646	4378966	51	711882	4666240	46.18	231214	112103	291756.6	7	18	1.07	3 + 0 part
GCF_027677285.1	56	49	38	35	30	26	4618408	4613644	4591385	4571571	4500637	4356135	49	365147	4613644	46.34	223448	84613	203344.6	9	23	1.76	3 + 0 part
GCF_027682285.1	42	38	32	29	25	22	4696702	4693663	4682394	4660779	4595025	4499602	38	710156	4693663	46.69	257450	70792	317619.4	6	18	2.68	3 + 0 part
GCF_027684185.1	40	38	32	29	23	22	4921613	4919936	4907369	4887323	4797317	4765254	38	575256	4919936	46.15	319575	81198	316868.3	6	18	2.34	3 + 0 part
GCF_027686125.1	37	35	28	22	18	17	4922157	4920488	4903305	4860762	4807221	4778191	35	767217	4920488	46.59	367279	130500	398370.2	5	14	1.63	5 + 0 part
GCF_027686315.1	36	35	28	21	17	17	4919257	4918698	4902766	4850850	4797397	4797397	35	867635	4918698	46.59	554366	117795	485297.1	4	13	0.81	3 + 1 part
GCF_027687485.1	68	66	52	45	36	30	4612349	4610856	4575243	4528804	4372047	4169827	66	438822	4610856	46.54	138962	50673	177866.7	10	30	1.52	3 + 0 part
GCF_027688375.1	89	77	53	42	33	29	4667206	4659285	4602552	4520016	4347065	4194110	77	363820	4659285	46.23	149863	57258	167119.3	11	29	1.72	3 + 0 part
GCF_027691155.1	56	49	35	28	23	20	4596594	4592071	4554465	4507135	4443455	4334616	49	637248	4592071	46.36	254708	74175	315681.2	6	18	1.96	4 + 1 part
GCF_028993715.1	86	56	39	33	22	18	4634197	4622991	4582130	4546552	4362110	4233400	56	531499	4622991	46.01	262982	79186	307316.8	6	17	0.00	6 + 0 part
GCF_902374035.1	15	13	5	4	4	4	4487454	4485801	4474261	4469116	4469116	4469116	13	1436640	4485801	46.38	1323254	661006	1192800.3	2	4	778.92	4 + 0 part
GCF_932750725.1	54	54	42	33	28	26	4583301	4583301	4557669	4490616	4417268	4360246	54	567128	4583301	46.07	192213	68602	234105.5	8	23	0.00	2 + 1 part
