Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_027660955.1	53	43	27	23	17	11	2951432	2943802	2906551	2878480	2785044	2575321	43	758401	2943802	37.40	281387	37887	363015.9	3	13	3.06	3 + 0 part
GCF_027660985.1	49	40	24	23	17	12	2949446	2942749	2903000	2896884	2805352	2605612	40	657123	2942749	37.39	256694	45835	292886.8	5	13	3.06	3 + 0 part
GCF_027665005.1	46	41	28	25	19	10	2897061	2893681	2859496	2835230	2725345	2393647	41	784076	2893681	37.37	230027	31914	341015.3	4	16	4.87	3 + 0 part
GCF_027667765.1	43	41	35	30	24	18	2795354	2794011	2783801	2747254	2631087	2411933	41	280474	2794011	37.52	162458	36109	147774.4	7	21	1.79	3 + 0 part
GCF_027672675.1	39	35	24	18	13	11	2813407	2810593	2786075	2743787	2656137	2566955	35	540622	2810593	37.41	250280	62386	277289.7	4	11	7.44	3 + 0 part
GCF_027673425.1	29	27	24	22	17	13	2751616	2750370	2745165	2732552	2665099	2498771	27	719541	2750370	37.54	215949	56722	308791.9	4	13	1.09	3 + 0 part
GCF_027673565.1	38	33	28	21	15	13	2938324	2934548	2924404	2876299	2790380	2705526	33	696600	2934548	37.30	245286	54113	327888.8	4	12	2.04	3 + 0 part
GCF_027673775.1	18	17	14	14	13	10	2693413	2692872	2687676	2687676	2662895	2544035	17	728501	2692872	37.66	359322	72260	413604.2	3	8	1.11	3 + 0 part
GCF_027673885.1	39	36	28	24	20	15	2801980	2799941	2781161	2754008	2697868	2518964	36	521149	2799941	37.40	198671	41919	227817.6	5	16	3.93	3 + 0 part
GCF_027674005.1	35	32	24	20	17	14	2773570	2771778	2747046	2721254	2676758	2554817	32	589696	2771778	37.59	191985	61889	258693.2	5	13	1.44	3 + 0 part
GCF_027674105.1	41	36	26	20	15	10	2939084	2935410	2909237	2871030	2802265	2592316	36	942476	2935410	37.31	296108	45617	454587.3	3	12	1.70	3 + 0 part
GCF_027675945.1	32	29	24	24	22	13	2665284	2662826	2650072	2650072	2613785	2272933	29	589092	2662826	37.62	210013	41787	250147.6	5	16	1.50	3 + 0 part
GCF_027676095.1	25	24	23	20	16	12	2717784	2717106	2713993	2690717	2641864	2497356	24	765919	2717106	37.54	308345	61789	353103.2	3	12	1.47	3 + 0 part
GCF_027676445.1	14	12	11	11	10	9	2726789	2725190	2721907	2721907	2709736	2668016	12	782609	2725190	37.55	368496	176547	428311.1	3	7	1.47	3 + 0 part
GCF_027676845.1	29	24	17	16	14	11	2734640	2731255	2718029	2709362	2682798	2563415	24	767488	2731255	37.56	312805	62353	377610.2	3	10	2.93	3 + 1 part
GCF_027676855.1	46	39	24	21	16	11	2954632	2949823	2913437	2892341	2804192	2611856	39	737572	2949823	37.43	289633	47428	354138.7	3	12	12.41	3 + 0 part
GCF_027677755.1	78	75	56	46	35	24	2854103	2851740	2811246	2742925	2547704	2153406	75	242820	2851740	37.49	76738	24459	88537.5	13	36	4.56	3 + 0 part
GCF_027677865.1	37	32	24	20	17	13	2872251	2869004	2848615	2823267	2768546	2611888	32	690042	2869004	37.47	241041	65339	302039.4	4	13	6.20	4 + 1 part
GCF_027678445.1	29	29	21	19	16	12	2815158	2815158	2792769	2781106	2737841	2593396	29	555030	2815158	37.53	218324	63083	303757.1	4	12	9.09	3 + 0 part
GCF_027678565.1	82	75	50	41	32	21	2727450	2722558	2668563	2610390	2446348	2054019	75	241942	2722558	37.59	91543	23492	97499.6	11	33	3.31	3 + 0 part
GCF_027678605.1	47	42	29	27	23	14	2951346	2948174	2914376	2900800	2832861	2521939	42	659099	2948174	37.19	208382	40848	282299.5	4	17	2.04	3 + 0 part
GCF_027678615.1	51	44	29	26	21	16	2974443	2969829	2933448	2911575	2821865	2636607	44	658802	2969829	37.18	172321	48081	274195.9	5	17	2.02	3 + 0 part
GCF_027678745.1	92	85	63	50	37	22	2862867	2858439	2812084	2726497	2508091	1972851	85	214535	2858439	37.50	75718	22735	81452.5	13	40	5.95	3 + 0 part
GCF_027678785.1	45	42	35	30	25	15	2943016	2940624	2920122	2885094	2801690	2439969	42	684702	2940624	37.19	160025	38037	258396.6	5	20	3.40	3 + 0 part
GCF_027679005.1	44	42	36	27	23	14	2967452	2966224	2952383	2892879	2822370	2469479	42	384780	2966224	37.45	204940	39782	197004.3	6	19	4.05	3 + 0 part
GCF_027679295.1	42	39	34	26	22	16	2962718	2960622	2950730	2896808	2835720	2619816	39	355682	2960622	37.45	204737	45200	189336.0	6	17	2.03	3 + 0 part
GCF_027679485.1	43	42	37	28	21	12	2973797	2973271	2964636	2899711	2791082	2448304	42	788430	2973271	37.43	175011	37810	314712.5	4	18	3.70	3 + 0 part
GCF_027679705.1	36	33	30	23	20	15	2969961	2967990	2962695	2912314	2863243	2681022	33	384902	2967990	37.45	204738	51344	228707.7	5	15	3.37	3 + 0 part
GCF_027680045.1	33	31	26	24	20	16	2947738	2946493	2936774	2923129	2861936	2700329	31	684482	2946493	37.18	172540	51160	274401.2	5	16	2.38	3 + 0 part
GCF_027680315.1	80	70	50	40	31	21	2788489	2780475	2738430	2667240	2510447	2155807	70	242921	2780475	37.53	92059	25266	100986.7	11	31	3.60	3 + 0 part
GCF_027685365.1	65	54	32	24	15	11	2931584	2923656	2872364	2816207	2660984	2534539	54	525150	2923656	37.27	231916	30395	274977.2	4	14	4.79	3 + 0 part
GCF_027685485.1	17	17	14	14	12	10	2673525	2673525	2667367	2667367	2632363	2550477	17	999141	2673525	37.63	290356	76893	507298.0	3	8	1.50	3 + 0 part
GCF_027686735.1	40	36	26	23	17	11	2880155	2877461	2853256	2829915	2737426	2526435	36	667843	2877461	37.58	229724	38079	295274.4	4	13	1.04	3 + 0 part
GCF_027686855.1	20	18	15	14	14	10	2684298	2683073	2675255	2666694	2666694	2511150	18	548294	2683073	37.65	254838	93710	298585.9	4	9	2.61	3 + 0 part
GCF_027686945.1	35	29	25	18	15	10	2879155	2875129	2867593	2813020	2758596	2579774	29	667643	2875129	37.58	254396	43982	313212.5	4	11	2.09	3 + 0 part
GCF_027687025.1	50	41	25	22	17	13	2904475	2897757	2855829	2837315	2753277	2582454	41	737219	2897757	37.36	239080	49171	333609.8	4	14	2.42	3 + 0 part
GCF_027687095.1	53	44	28	21	15	10	3064473	3057795	3018008	2968922	2863007	2670223	44	630427	3057795	37.14	372994	41465	357508.2	3	12	1.96	3 + 0 part
GCF_027687585.1	20	19	18	16	14	9	2834257	2833702	2832189	2819584	2797453	2621071	19	901024	2833702	37.39	585410	63167	503983.8	2	8	1.41	3 + 0 part
GCF_027689415.1	56	52	39	31	23	16	2848495	2846095	2820020	2763222	2618277	2368469	52	408916	2846095	37.46	142300	33125	172061.0	7	21	2.46	3 + 0 part
GCF_027690295.1	18	16	14	13	12	10	2829318	2828040	2822568	2812832	2802783	2728123	16	1469965	2828040	37.56	1469965	78467	856292.0	1	7	0.71	3 + 0 part
GCF_027690315.1	20	19	17	15	14	11	2829198	2828389	2824561	2805722	2795700	2684296	19	635698	2828389	37.56	283330	77964	365155.0	3	9	1.77	3 + 0 part
GCF_027690375.1	23	21	19	16	15	11	2825875	2824795	2818782	2794415	2775298	2610093	21	1450887	2824795	37.55	1450887	62664	804639.6	1	10	2.12	3 + 0 part
GCF_027690955.1	19	17	15	13	12	10	2827454	2825961	2819179	2799827	2780852	2717281	17	1434003	2825961	37.56	1434003	93763	810809.8	1	8	3.89	3 + 0 part
GCF_027691125.1	51	44	34	27	20	14	2996899	2992358	2961758	2919222	2785546	2607735	44	535909	2992358	37.29	270452	27687	255771.8	4	17	3.01	5 + 1 part
GCF_027692005.1	54	50	36	29	21	15	2944994	2942435	2910061	2862323	2718111	2494584	50	526547	2942435	37.21	163818	33305	211164.2	6	19	5.10	3 + 0 part
GCF_027694425.1	39	34	25	22	15	14	2953179	2949675	2919470	2897008	2759652	2715688	34	455804	2949675	37.36	234759	67090	235837.4	5	13	3.39	3 + 0 part
GCF_027697945.1	102	90	51	43	30	14	3190965	3182605	3077497	3020092	2831677	2301551	90	364253	3182605	36.92	136822	18551	175216.9	7	32	12.73	4 + 2 part
GCF_027698125.1	99	83	44	34	25	15	3201074	3190359	3087638	3018091	2880203	2528246	83	381033	3190359	36.91	160550	29150	175041.3	7	25	7.02	4 + 1 part
GCF_027698405.1	88	76	46	36	24	15	3222173	3213198	3129516	3058166	2875407	2566527	76	369974	3213198	36.90	188029	22083	192098.9	6	25	4.36	4 + 2 part
GCF_027698595.1	90	78	44	38	25	15	3198178	3189413	3099957	3055697	2862587	2519205	78	348098	3189413	36.89	166594	19801	169587.7	7	26	3.45	3 + 0 part
GCF_027698705.1	90	75	45	39	25	15	3274428	3262159	3191085	3151694	2946081	2607504	75	419977	3262159	36.90	174782	26948	201848.9	6	25	1552.90	4 + 0 part
GCF_027698945.1	83	72	47	38	23	15	3223199	3215953	3159506	3093992	2860289	2582953	72	408252	3215953	36.89	231125	19542	212072.3	5	25	5.29	3 + 0 part
GCF_027722965.1	30	26	18	17	13	12	2738691	2735608	2713810	2705263	2656453	2611159	26	666483	2735608	37.65	260286	90342	320945.5	4	10	1.46	3 + 0 part
GCF_028200655.1	18	16	10	9	7	6	2733236	2731982	2715689	2709079	2682326	2655325	16	1429297	2731982	37.59	1429297	217644	875994.5	1	5	0.00	4 + 0 part
GCF_028200665.1	19	16	10	9	7	6	2734081	2732077	2715830	2709132	2682379	2655378	16	1429297	2732077	37.60	1429297	217644	875974.5	1	5	0.00	4 + 0 part
GCF_028200685.1	18	15	10	9	7	6	2732378	2730366	2716026	2707633	2682306	2655121	15	1429538	2730366	37.60	1429538	217604	876707.5	1	5	0.00	3 + 1 part
GCF_028200755.1	18	16	10	9	8	5	2850556	2849517	2835421	2830130	2810258	2701888	16	1449342	2849517	37.53	1449342	189257	920171.1	1	5	0.00	4 + 0 part
GCF_028335305.1	2	2	2	2	2	2	2810354	2810354	2810354	2810354	2810354	2810354	2	2731669	2810354	37.63	2731669	2731669	2657390.1	1	1	0.00	12 + 0 part
GCF_028335345.1	4	4	4	3	3	2	3025185	3025185	3025185	3020042	3020042	2981836	4	2917842	3025185	37.38	2917842	2917842	2816152.8	1	1	0.00	12 + 0 part
GCF_028335425.1	2	2	2	2	2	2	2816739	2816739	2816739	2816739	2816739	2816739	2	2757574	2816739	37.57	2757574	2757574	2700894.5	1	1	0.00	12 + 0 part
GCF_028335445.1	2	2	2	2	2	2	2804651	2804651	2804651	2804651	2804651	2804651	2	2753262	2804651	37.59	2753262	2753262	2703756.2	1	1	0.00	12 + 0 part
GCF_028335505.1	2	2	2	2	2	2	2776942	2776942	2776942	2776942	2776942	2776942	2	2717332	2776942	37.61	2717332	2717332	2660281.2	1	1	0.00	12 + 0 part
GCF_028335545.1	3	3	3	3	3	3	2954606	2954606	2954606	2954606	2954606	2954606	3	2818676	2954606	37.46	2818676	2818676	2692155.1	1	1	0.00	12 + 0 part
GCF_028335665.1	2	2	2	2	2	2	2776931	2776931	2776931	2776931	2776931	2776931	2	2717332	2776931	37.61	2717332	2717332	2660291.2	1	1	0.00	12 + 0 part
GCF_028335685.1	2	2	2	2	2	2	2894292	2894292	2894292	2894292	2894292	2894292	2	2819823	2894292	37.53	2819823	2819823	2749186.1	1	1	0.00	12 + 0 part
GCF_028335705.1	4	4	4	3	3	1	2988362	2988362	2988362	2978415	2978415	2901424	4	2901424	2988362	37.38	2901424	2901424	2818043.2	1	1	0.00	12 + 0 part
GCF_028335725.1	3	3	3	3	3	3	2905593	2905593	2905593	2905593	2905593	2905593	3	2769663	2905593	37.50	2769663	2769663	2643300.8	1	1	0.00	12 + 0 part
GCF_028621735.1	3	3	3	3	2	1	2971337	2971337	2971337	2971337	2948882	2918955	3	2918955	2971337	37.56	2918955	2918955	2867967.6	1	1	0.00	12 + 0 part
GCF_028621755.1	5	5	5	5	4	3	3064646	3064646	3064646	3064646	3044659	3019561	5	2834280	3064646	37.35	2834280	2834280	2627202.1	1	1	0.00	12 + 0 part
GCF_028621775.1	5	5	3	3	3	3	3013895	3013895	3008339	3008339	3008339	3008339	5	2799710	3013895	37.50	2799710	2799710	2607973.6	1	1	0.00	12 + 0 part
GCF_029347845.1	62	62	52	47	33	18	3131683	3131683	3093198	3060270	2849107	2283287	62	378679	3131683	37.09	106161	26322	141929.2	9	32	57.64	3 + 0 part
GCF_029347865.1	68	68	55	45	27	18	3104724	3104724	3060104	2987828	2683663	2370896	68	385850	3104724	37.22	133354	19788	154021.9	7	33	24.41	3 + 0 part
GCF_029347875.1	42	42	41	38	34	18	2927367	2927367	2925097	2908191	2841456	2310023	42	329772	2927367	37.46	129770	29149	134132.0	9	27	35.32	3 + 0 part
GCF_029347905.1	62	62	56	49	29	20	3102947	3102947	3082076	3035177	2711054	2378488	62	310437	3102947	37.31	105054	19428	127088.0	9	33	44.38	3 + 0 part
GCF_029347915.1	75	75	59	44	29	22	3228074	3228074	3171355	3063048	2833289	2605459	75	444411	3228074	37.35	94847	18356	160356.1	8	33	85.16	3 + 0 part
GCF_029370545.1	1	1	1	1	1	1	2806553	2806553	2806553	2806553	2806553	2806553	1	2806553	2806553	38.02	2806553	2806553	2806553.0	1	1	9843.07	12 + 0 part
GCF_029370605.1	1	1	1	1	1	1	2806553	2806553	2806553	2806553	2806553	2806553	1	2806553	2806553	38.07	2806553	2806553	2806553.0	1	1	11631.10	12 + 0 part
GCF_029370625.1	1	1	1	1	1	1	2806553	2806553	2806553	2806553	2806553	2806553	1	2806553	2806553	38.06	2806553	2806553	2806553.0	1	1	10138.09	12 + 0 part
GCF_030064715.1	3	3	3	3	3	3	2912896	2912896	2912896	2912896	2912896	2912896	3	2773999	2912896	37.52	2773999	2773999	2645054.1	1	1	0.00	12 + 0 part
GCF_030178615.1	22	17	11	9	7	6	2842083	2840672	2825194	2811529	2781877	2740024	17	919063	2840672	37.50	614178	286893	597489.9	2	5	0.00	2 + 0 part
GCF_030178635.1	22	17	11	9	7	6	2842126	2840715	2825237	2811528	2781877	2740024	17	919063	2840715	37.50	614178	286893	597481.0	2	5	0.00	2 + 0 part
GCF_030178715.1	47	24	16	14	10	7	2784590	2776042	2755501	2743184	2686071	2589117	24	580755	2776042	37.61	479901	137502	411008.5	3	7	0.00	2 + 0 part
GCF_030178755.1	46	26	16	12	9	6	2788740	2781886	2759894	2728905	2687085	2590131	26	580753	2781886	37.60	480123	257037	434535.6	3	6	0.00	2 + 0 part
GCF_030178775.1	32	24	16	15	11	9	2855033	2851775	2832898	2824534	2763096	2696335	24	1137436	2851775	37.45	454498	143468	590789.0	2	8	0.00	2 + 1 part
GCF_030178835.1	49	26	17	13	10	7	2788307	2779922	2757426	2728110	2686290	2589336	26	580753	2779922	37.60	479901	137502	410455.9	3	7	0.00	2 + 0 part
GCF_030179705.1	35	23	14	14	10	8	2738605	2734242	2713575	2713575	2652718	2582991	23	580615	2734242	37.64	479862	111784	413067.5	3	7	0.00	2 + 0 part
GCF_030270285.1	98	64	43	38	29	22	2896701	2884691	2835690	2802025	2677895	2393139	64	218249	2884691	37.39	103520	38687	113161.7	10	27	0.00	5 + 0 part
GCF_030270305.1	117	53	32	27	18	13	2930648	2909399	2858078	2823695	2669630	2493595	53	615873	2909399	37.39	177506	32143	259743.2	5	17	0.00	5 + 0 part
GCF_030270325.1	221	203	138	99	37	9	3009184	2999695	2819926	2526190	1508282	579478	203	89203	2999695	37.17	25364	7327	30628.3	37	120	0.00	5 + 0 part
GCF_030282185.1	53	39	22	19	14	11	3089500	3080137	3046127	3023573	2941759	2858475	39	772553	3080137	37.09	400932	70207	408802.1	3	10	0.00	5 + 0 part
GCF_030282205.1	59	45	20	17	13	9	3120521	3110444	3050031	3027362	2960390	2839259	45	775537	3110444	37.07	400945	70153	450231.2	3	9	0.00	5 + 0 part
GCF_030282385.1	57	41	22	18	12	9	3106329	3094522	3050529	3020044	2913479	2828293	41	774611	3094522	37.08	400945	70153	449958.0	3	9	0.00	5 + 0 part
GCF_030282395.1	62	45	22	18	14	10	3105938	3094049	3047884	3017399	2945441	2824310	45	772553	3094049	37.08	400945	70153	418133.9	3	10	0.00	5 + 0 part
GCF_030282515.1	55	42	24	21	15	12	3148402	3139542	3104715	3082161	2979662	2896378	42	772553	3139542	37.03	400932	59597	399919.9	3	11	0.00	5 + 0 part
GCF_030282545.1	51	42	22	20	16	11	3064255	3058389	3004454	2988546	2925205	2767851	42	564508	3058389	37.03	338610	72161	308161.1	4	11	0.00	5 + 0 part
GCF_030282565.1	46	33	20	17	15	13	3150016	3140902	3115447	3092893	3061831	2995503	33	774611	3140902	37.03	400932	70707	403388.3	3	11	0.00	5 + 0 part
GCF_030282685.1	69	48	25	21	15	11	3101270	3087054	3043488	3013003	2907144	2784826	48	772553	3087054	37.08	400945	70153	380218.4	3	11	0.00	5 + 0 part
GCF_030282705.1	58	42	23	19	13	10	3106109	3094387	3050197	3019712	2913475	2827728	42	774611	3094387	37.07	400945	70153	406551.9	3	10	0.00	5 + 0 part
GCF_030294005.1	58	47	24	19	15	12	3166788	3159419	3105408	3070869	3000391	2916066	47	773772	3159419	37.01	417573	52882	402587.8	3	11	0.00	5 + 0 part
GCF_030294105.1	31	29	23	20	14	9	3115278	3113977	3101732	3079178	2977007	2806483	29	882880	3113977	37.04	468791	50343	474362.1	3	9	0.00	5 + 0 part
GCF_030295805.1	2	2	2	2	2	1	3041860	3041860	3041860	3041860	3041860	3015796	2	3015796	3041860	37.27	3015796	3015796	2990178.7	1	1	0.00	12 + 0 part
GCF_030295845.1	2	2	2	2	2	2	3028644	3028644	3028644	3028644	3028644	3028644	2	2976973	3028644	37.27	2976973	2976973	2927065.1	1	1	0.00	12 + 0 part
GCF_030342265.1	14	8	6	5	5	3	3051747	3048857	3044913	3039805	3039805	2977502	8	1742517	3048857	37.24	1742517	1166803	1444613.9	1	2	0.00	12 + 0 part
GCF_030342285.1	6	3	3	2	2	2	2914547	2913410	2913410	2908245	2908245	2908245	3	2815213	2913410	37.63	2815213	2815213	2723305.6	1	1	0.00	12 + 0 part
GCF_030404805.1	33	22	18	17	14	13	2984391	2980423	2973771	2964798	2901554	2855158	22	824683	2980423	37.13	267151	100070	400498.6	3	11	0.00	2 + 0 part
GCF_030404825.1	51	32	26	26	23	15	2795493	2787128	2774691	2774691	2731947	2451473	32	373061	2787128	37.33	189646	44638	186261.2	6	17	0.00	2 + 1 part
GCF_030404845.1	45	16	14	14	11	10	2748096	2735386	2730357	2730357	2667063	2637553	16	928453	2735386	37.51	319830	120292	470911.5	3	8	0.00	3 + 0 part
GCF_030404865.1	120	14	9	9	8	7	2827750	2774177	2767137	2767137	2743451	2713940	14	928422	2774177	37.49	563931	226987	546884.8	2	6	0.00	2 + 0 part
GCF_030404885.1	115	33	23	18	15	10	3026000	2998060	2968646	2935187	2880017	2733599	33	545794	2998060	37.22	272226	57681	331018.7	4	10	0.00	3 + 0 part
GCF_030404905.1	17	8	6	6	6	6	2684881	2681078	2676227	2676227	2676227	2676227	8	956706	2681078	37.67	576720	146048	624500.3	2	5	0.00	2 + 0 part
GCF_030404965.1	52	13	11	11	9	7	2719685	2702228	2697334	2697334	2673453	2584648	13	537952	2702228	37.61	329095	270401	383922.3	3	7	0.00	3 + 1 part
GCF_030404985.1	71	13	9	9	8	8	2906389	2876628	2866499	2866499	2854900	2854900	13	1487008	2876628	37.30	1487008	127395	939207.9	1	5	0.00	3 + 0 part
GCF_030404995.1	152	22	13	11	10	9	2915995	2844606	2829707	2816331	2793516	2754656	22	765146	2844606	37.51	335982	155314	406269.9	3	8	0.00	3 + 0 part
GCF_030405005.1	111	27	24	22	20	14	2846924	2805895	2800234	2787841	2755284	2520657	27	564317	2805895	37.39	220685	46299	244755.1	5	15	0.00	2 + 1 part
GCF_030405015.1	198	40	21	19	18	13	2911687	2826932	2799715	2787322	2769090	2569080	40	564329	2826932	37.52	234814	50533	271598.6	4	13	0.00	2 + 1 part
GCF_030405065.1	44	20	17	17	15	11	2902513	2892548	2887458	2887458	2850302	2689326	20	936631	2892548	37.40	269442	59317	469665.2	3	10	0.00	2 + 1 part
GCF_030405085.1	24	14	12	12	11	9	2679334	2674991	2670686	2670686	2652242	2560562	14	636688	2674991	37.64	305650	137402	396376.0	3	7	0.00	2 + 1 part
GCF_030405095.1	99	18	15	15	13	10	2873813	2834226	2829874	2829874	2798728	2687951	18	842616	2834226	37.49	365761	61912	466788.0	3	8	0.00	2 + 0 part
GCF_030405105.1	72	48	42	37	31	21	2850180	2839925	2830192	2790188	2686532	2320662	48	212089	2839925	37.58	97912	34794	108446.8	10	27	0.00	2 + 1 part
GCF_030405115.1	27	16	14	13	12	10	2885694	2881258	2876531	2869369	2850806	2763952	16	938859	2881258	37.32	264981	114091	451474.3	3	9	0.00	3 + 0 part
GCF_030405165.1	87	41	29	26	23	17	2840467	2818595	2793619	2775540	2730878	2511611	41	332389	2818595	37.41	202178	46000	175651.3	6	18	0.00	2 + 0 part
GCF_030405185.1	61	24	18	17	14	11	2913245	2896960	2878740	2871578	2822587	2709763	24	547050	2896960	37.30	277537	77021	331404.5	4	10	0.00	3 + 0 part
GCF_030405195.1	146	21	14	13	13	11	2908811	2845267	2834440	2825792	2825792	2749620	21	903660	2845267	37.50	588468	90226	493756.4	2	8	0.00	3 + 0 part
GCF_030405205.1	76	17	14	12	11	9	2827465	2801410	2796385	2784922	2763129	2678036	17	1123769	2801410	37.50	321540	80230	589677.5	2	7	0.00	2 + 0 part
GCF_030405215.1	89	26	20	16	15	13	3030240	3002349	2983088	2950394	2934087	2860162	26	695807	3002349	37.18	286458	63175	342270.6	4	11	0.00	3 + 0 part
GCF_030405265.1	51	26	22	20	18	17	2956906	2945741	2938898	2923533	2893614	2864353	26	551094	2945741	37.43	173974	90357	232427.7	6	15	0.00	2 + 1 part
GCF_030405305.1	37	23	18	14	12	9	3020755	3015880	3003702	2973370	2933172	2845063	23	759367	3015880	37.14	441825	121014	471608.6	3	8	0.00	2 + 1 part
GCF_030405485.1	17	11	9	8	7	6	2913146	2910655	2908411	2903206	2883642	2837220	11	1392579	2910655	37.36	525639	219997	843098.2	2	5	6.46	6 + 0 part
GCF_030405505.1	25	18	15	14	13	9	2751609	2748423	2744839	2739636	2720635	2573811	18	759770	2748423	37.51	622257	81459	446099.7	2	8	3.97	6 + 0 part
GCF_030405565.1	78	19	17	17	14	10	2857190	2831218	2826949	2826949	2779452	2634852	19	784292	2831218	37.40	241499	84197	375780.9	4	9	0.00	2 + 1 part
GCF_030405575.1	11	7	7	6	6	6	2760372	2758374	2758374	2753174	2753174	2753174	7	1470410	2758374	37.50	1470410	219711	917180.9	1	5	3.73	6 + 0 part
GCF_030405585.1	71	58	41	36	25	13	3013887	3006231	2961827	2930633	2755535	2314418	58	486739	3006231	36.91	139728	27525	209641.1	5	24	12.87	6 + 0 part
GCF_030405625.1	88	24	20	20	20	16	2870128	2840604	2834955	2834955	2834955	2685509	24	319375	2840604	37.44	186610	76180	197979.6	6	14	0.00	2 + 0 part
GCF_030405665.1	32	21	18	17	15	11	2856103	2852010	2846911	2841708	2797986	2646662	21	520294	2852010	37.25	291337	107338	296459.5	4	10	0.00	6 + 0 part
GCF_030405685.1	19	13	12	12	11	9	2884097	2881902	2879791	2879791	2861149	2787681	13	1287708	2881902	37.37	258262	158941	689713.4	2	7	0.00	3 + 0 part
GCF_030405695.1	39	35	30	29	23	17	2748784	2747258	2734658	2729430	2624618	2413604	35	435700	2747258	37.61	135679	39606	176180.6	7	19	3.75	6 + 0 part
GCF_030405705.1	25	20	18	15	12	10	2857936	2855205	2850820	2831753	2781241	2705370	20	983179	2855205	37.49	295499	101424	494157.3	3	8	3.61	5 + 1 part
GCF_030405715.1	30	15	15	14	14	11	2805714	2799356	2799356	2794163	2794163	2679714	15	1004713	2799356	37.50	277437	95215	489407.1	3	9	30.51	6 + 0 part
GCF_030405785.1	29	25	23	22	20	14	2806248	2804800	2800103	2794900	2752739	2557919	25	501791	2804800	37.59	207311	52667	238107.4	5	14	3.67	6 + 0 part
GCF_030512425.1	1	1	1	1	1	1	2695805	2695805	2695805	2695805	2695805	2695805	1	2695805	2695805	37.71	2695805	2695805	2695805.0	1	1	0.00	12 + 0 part
GCF_030705555.1	15	8	8	7	7	7	2795560	2792464	2792464	2787272	2787272	2787272	8	920918	2792464	37.37	588847	223216	565938.3	2	6	13.79	3 + 2 part
GCF_902379005.2	1	1	1	1	1	1	2810675	2810675	2810675	2810675	2810675	2810675	1	2810675	2810675	37.72	2810675	2810675	2810675.0	1	1	0.00	12 + 0 part
GCF_910574245.1	12	9	9	9	9	9	2934036	2932425	2932425	2932425	2932425	2932425	9	605677	2932425	37.29	389477	260832	413294.1	3	7	0.17	5 + 0 part
GCF_932751005.1	72	72	46	41	28	14	3153411	3153411	3092479	3053746	2830082	2334525	72	347226	3153411	36.87	164511	23078	162905.4	7	29	0.00	2 + 0 part
GCF_932751025.1	51	51	44	40	28	17	2688263	2688263	2666056	2637501	2409095	1985734	51	269681	2688263	37.61	91279	24747	124219.4	8	29	0.00	3 + 0 part
GCF_932751055.1	27	27	23	20	16	14	2705646	2705646	2694609	2671970	2610375	2538268	27	368786	2705646	37.47	250691	56606	221157.0	5	13	0.00	2 + 3 part
