Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_040227675.1	108	108	86	72	50	37	5044726	5044726	4993719	4902738	4563893	4107030	108	392176	5044726	42.27	92696	25366	130013.5	15	50	5.97	2 + 0 part
GCF_040911805.1	405	405	281	166	51	18	5464979	5464979	5116475	4289477	2493465	1332231	405	158867	5464979	42.79	21813	6349	34705.0	62	246	53.94	2 + 0 part
GCF_040911865.1	171	171	134	112	66	36	5481359	5481359	5390381	5237250	4426170	3321509	171	178822	5481359	42.77	66142	17206	74088.4	27	90	51.16	1 + 0 part
GCF_040911905.1	142	142	108	98	66	41	5278753	5278753	5185264	5109122	4543507	3616890	142	163588	5278753	42.67	70029	19691	75938.3	25	76	7.37	1 + 2 part
GCF_040911985.1	133	132	103	84	60	42	5412830	5411866	5345389	5216133	4857110	4200499	132	171490	5411866	42.60	94765	24030	92391.5	22	61	26.74	4 + 1 part
GCF_040912005.1	613	604	321	169	44	6	5274422	5265910	4539096	3455880	1674176	395665	604	96916	5265910	42.56	14043	4114	20878.3	98	365	122.52	4 + 0 part
GCF_040912045.1	217	217	153	127	76	36	5698279	5698279	5545978	5340710	4499555	3005887	217	215217	5698279	42.88	55116	13965	67708.2	33	110	119.95	3 + 0 part
GCF_040912065.1	214	214	154	127	76	33	5684417	5684417	5540922	5326925	4478893	2923744	214	215215	5684417	42.89	52458	13750	71466.2	32	110	65.86	3 + 0 part
GCF_040912085.1	232	230	177	147	78	34	5688286	5686343	5554338	5322447	4176795	2615616	230	200996	5686343	42.77	46383	13488	55496.9	39	130	100.06	4 + 1 part
GCF_040912125.1	220	219	165	136	76	42	5746165	5745240	5616025	5394789	4407009	3162235	219	153320	5745240	42.75	53058	12969	56732.5	37	117	76.22	3 + 0 part
GCF_040918105.1	95	95	72	62	47	37	4643798	4643798	4586324	4508435	4252669	3942363	95	299570	4643798	41.77	99678	28678	112889.9	16	45	91.71	2 + 0 part
GCF_040918145.1	113	112	89	71	45	33	4785112	4784120	4729862	4601302	4145432	3752576	112	300843	4784120	41.76	100682	19823	117093.4	15	53	129.87	1 + 0 part
GCF_040918165.1	82	82	60	56	44	34	4640126	4640126	4584189	4552017	4335261	4028370	82	295022	4640126	41.78	121704	30817	128441.0	13	39	9.59	1 + 0 part
GCF_040918185.1	150	150	118	102	65	34	5429674	5429674	5341499	5234662	4600040	3417139	150	349792	5429674	42.49	77733	19091	96792.9	23	79	0.00	3 + 0 part
GCF_040918205.1	150	150	123	101	71	34	5433200	5433200	5357054	5210053	4722296	3407158	150	310910	5433200	42.49	77735	20740	94229.1	22	79	7.23	1 + 2 part
GCF_040918225.1	177	176	127	104	70	32	4721945	4720957	4604321	4440247	3855439	2526318	176	178988	4720957	41.95	56335	17592	60448.8	29	89	59.06	1 + 0 part
GCF_040918245.1	152	152	124	102	71	43	5509496	5509496	5438292	5283111	4778885	3738434	152	193481	5509496	42.44	73819	20772	75820.0	27	80	7.13	1 + 1 part
GCF_040918265.1	145	145	120	101	69	37	5484138	5484138	5413676	5288753	4726229	3542053	145	362020	5484138	42.50	77735	20787	92322.7	24	79	10.74	3 + 0 part
GCF_040918285.1	126	126	94	80	59	39	5372696	5372696	5297434	5190922	4849021	4097074	126	331409	5372696	42.38	95549	27826	108590.9	19	59	14.42	1 + 0 part
GCF_040918305.1	245	245	178	127	55	25	4801179	4801179	4618079	4226371	3050353	1940310	245	152068	4801179	42.00	39667	9228	49235.3	36	137	10.91	0 + 0 part
GCF_040918325.1	142	142	112	99	68	32	5207107	5207107	5126500	5037366	4498789	3105301	142	199847	5207107	42.16	75075	19877	79344.2	24	77	7.55	1 + 0 part
GCF_040918345.1	133	133	113	96	68	38	5279107	5279107	5222682	5100438	4620575	3437416	133	187638	5279107	42.07	76226	20896	75866.3	26	74	10.61	2 + 0 part
GCF_040918365.1	109	109	83	72	59	33	4806666	4806666	4729280	4642360	4404707	3469385	109	346036	4806666	41.98	93777	26317	112272.2	17	56	13.42	1 + 0 part
GCF_040921905.1	174	174	133	110	70	34	5092877	5092877	5007781	4845324	4197205	2930794	174	247041	5092877	42.12	56322	16356	73305.7	27	90	84.51	2 + 0 part
GCF_040921925.1	220	219	167	128	67	24	4813497	4812532	4675468	4390599	3407653	1891080	219	148249	4812532	42.30	40774	10637	50158.3	36	123	149.11	2 + 0 part
GCF_040921935.1	88	88	67	63	52	36	4854065	4854065	4811528	4786530	4620564	3991894	88	209295	4854065	42.24	108310	35961	109486.3	17	45	62.61	2 + 0 part
GCF_040921965.1	165	164	133	113	74	31	4746024	4745051	4662648	4517815	3855403	2294000	164	128683	4745051	42.21	48644	16698	54103.7	33	95	102.27	2 + 0 part
GCF_040921985.1	125	123	101	83	62	40	5001324	4999379	4943675	4810093	4426927	3607581	123	194458	4999379	42.43	78056	23211	84172.9	22	66	139.82	2 + 1 part
GCF_040922005.1	152	152	123	108	60	35	4774202	4774202	4699840	4585205	3761970	2873412	152	140599	4774202	42.24	60628	16348	64253.1	27	87	166.67	1 + 0 part
GCF_040922025.1	142	141	98	84	58	35	4998234	4997292	4894501	4792346	4347664	3500011	141	209513	4997292	42.43	76473	21113	88537.4	21	65	140.06	3 + 0 part
GCF_040922045.1	143	143	116	99	70	38	4992140	4992140	4923386	4799625	4291520	3122282	143	185982	4992140	42.42	59392	19974	69603.8	27	80	116.38	2 + 1 part
GCF_040922065.1	171	170	130	109	67	35	4986509	4985532	4878321	4724724	4010400	2878693	170	176056	4985532	42.42	57467	16365	64174.9	28	91	99.65	1 + 1 part
GCF_040922085.1	132	132	101	87	61	34	4992787	4992787	4915389	4817754	4352143	3367777	132	292012	4992787	42.43	72523	21179	94874.1	21	68	155.18	2 + 2 part
GCF_040928225.1	88	88	67	62	51	37	5169977	5169977	5117188	5084575	4883812	4414209	88	295456	5169977	42.20	112603	34134	130624.8	15	44	9.69	1 + 2 part
GCF_040928265.1	88	88	68	63	51	36	5136500	5136500	5087704	5055641	4836090	4307323	88	318289	5136500	42.18	109865	34154	130331.3	15	44	9.60	1 + 2 part
GCF_040928285.1	88	88	69	62	53	38	5207919	5207919	5155924	5111572	4945013	4405709	88	318289	5207919	42.28	105104	35261	126899.1	16	45	9.43	1 + 2 part
GCF_040928305.1	86	86	68	62	52	37	5133377	5133377	5085624	5049347	4863602	4349370	86	318289	5133377	42.18	108101	34154	129811.1	15	44	11.45	1 + 2 part
GCF_040928325.1	88	88	67	62	50	37	5207153	5207153	5143901	5111219	4899347	4458614	88	317930	5207153	42.28	108101	34154	132815.9	15	43	6.05	1 + 3 part
GCF_040928345.1	196	196	132	106	66	37	5276885	5276885	5136321	4946077	4249015	3242298	196	175283	5276885	42.39	62214	15381	73148.1	27	91	39.68	2 + 0 part
GCF_040928365.1	186	186	117	101	67	33	5284215	5284215	5125056	5003443	4422400	3213586	186	204249	5284215	42.38	71922	17283	77895.8	25	83	33.21	1 + 0 part
GCF_040928385.1	80	80	65	53	41	35	4763159	4763159	4732424	4646158	4439663	4217337	80	284729	4763159	41.89	123442	37638	136807.6	13	37	8.17	2 + 0 part
GCF_040928405.1	100	100	68	55	41	36	4930207	4930207	4859739	4762993	4538602	4365793	100	288177	4930207	42.01	118491	36102	142809.7	13	38	8.50	1 + 0 part
GCF_040928425.1	77	77	62	53	44	36	4957195	4957195	4908964	4848226	4706977	4418542	77	390075	4957195	42.48	129547	43630	150969.3	13	37	15.78	3 + 1 part
GCF_040928445.1	76	76	58	51	41	31	4950003	4950003	4900336	4851740	4702813	4353168	76	389842	4950003	42.48	152551	39699	169209.5	11	34	11.88	3 + 1 part
GCF_040928465.1	143	143	104	90	65	35	5171644	5171644	5082572	4985183	4530725	3397649	143	212944	5171644	42.12	73305	21852	86141.8	23	71	107.76	1 + 0 part
GCF_040928505.1	379	379	260	179	56	9	5157286	5157286	4807253	4240820	2281559	676269	379	102844	5157286	42.15	21809	6068	28602.4	69	231	74.86	1 + 0 part
GCF_042850335.1	6	6	5	4	3	2	5053853	5053853	5049705	5044427	5022667	4981297	6	4811749	5053853	42.09	4811749	4811749	4587372.2	1	1	0.00	21 + 0 part
GCF_042855125.1	14	12	9	6	5	5	5245276	5244122	5234528	5217074	5203344	5203344	12	2675632	5244122	42.64	2675632	2242060	2329597.6	1	2	0.00	22 + 0 part
GCF_046562365.1	199	110	85	76	50	39	4859448	4824871	4769348	4702955	4265222	3849174	110	316933	4824871	42.21	80959	22151	115304.3	17	54	6.22	1 + 1 part
GCF_047307325.1	136	136	108	92	71	39	5166944	5166944	5088172	4960700	4611895	3477970	136	188165	5166944	42.03	73457	23710	77562.3	25	73	5.81	1 + 1 part
GCF_047307345.1	101	101	78	63	47	36	4655243	4655243	4599554	4487715	4242570	3851700	101	251679	4655243	42.39	95367	27372	119359.4	15	45	10.74	1 + 0 part
GCF_047307685.1	91	91	75	64	47	36	4648466	4648466	4601804	4522552	4244632	3826425	91	387065	4648466	42.11	87866	32094	129468.0	14	46	12.91	3 + 0 part
GCF_047307865.1	78	78	65	59	44	35	5099535	5099535	5073383	5026845	4779714	4437030	78	516200	5099535	42.13	137322	40872	167145.5	12	39	9.80	1 + 2 part
GCF_047308925.1	102	102	80	66	49	33	5085885	5085885	5036245	4931241	4658496	4078372	102	342051	5085885	42.41	120626	28523	138603.1	14	47	7.86	2 + 0 part
GCF_047308965.1	167	167	132	104	67	32	5035153	5035153	4939076	4726143	4104565	2831568	167	177585	5035153	42.24	65105	14938	67093.4	27	89	5.96	1 + 1 part
GCF_047308985.1	167	167	132	107	67	31	5038871	5038871	4948050	4757939	4092149	2804882	167	177257	5038871	42.25	59578	15005	68852.0	27	90	6.15	2 + 1 part
GCF_047309145.1	113	113	90	77	53	33	4966277	4966277	4908083	4817055	4461609	3685034	113	321587	4966277	42.23	83439	23748	121504.2	16	54	8.05	1 + 0 part
GCF_047310325.1	124	124	91	78	56	36	5132784	5132784	5046373	4949298	4570578	3805956	124	334541	5132784	41.92	83356	24469	114299.4	17	58	14.03	2 + 1 part
GCF_047310525.1	131	131	96	86	67	39	5247164	5247164	5157491	5084947	4756539	3717855	131	216476	5247164	42.67	81270	26375	88734.2	22	66	7.81	3 + 0 part
GCF_047310545.1	127	127	108	91	58	38	5329360	5329360	5287714	5155741	4597174	3899875	127	258228	5329360	42.30	86746	19210	98956.0	20	68	16.89	3 + 0 part
GCF_047311365.1	95	95	86	78	62	41	4760147	4760147	4745134	4684537	4366491	3595883	95	226905	4760147	42.12	80923	27905	86052.4	21	59	6.51	1 + 0 part
GCF_047638235.1	14	12	6	5	3	2	5259154	5257787	5238164	5229001	5207015	5168964	12	5055049	5257787	42.31	5055049	5055049	4862948.4	1	1	0.00	21 + 0 part
GCF_047948285.1	1	1	1	1	1	1	5776157	5776157	5776157	5776157	5776157	5776157	1	5776157	5776157	42.77	5776157	5776157	5776157.0	1	1	0.00	21 + 0 part
GCF_047948295.1	1	1	1	1	1	1	5405167	5405167	5405167	5405167	5405167	5405167	1	5405167	5405167	42.49	5405167	5405167	5405167.0	1	1	0.19	21 + 0 part
GCF_047948305.1	1	1	1	1	1	1	5549080	5549080	5549080	5549080	5549080	5549080	1	5549080	5549080	42.50	5549080	5549080	5549080.0	1	1	0.18	24 + 0 part
GCF_048453035.1	5	5	5	5	5	4	5468349	5468349	5468349	5468349	5468349	5424949	5	2369444	5468349	42.42	1607575	1194459	1772276.4	2	3	0.00	21 + 0 part
GCF_048453045.1	11	11	8	8	5	3	5755338	5755338	5746404	5746404	5705635	5618737	11	5249030	5755338	42.42	5249030	5249030	4805624.1	1	1	0.00	21 + 0 part
GCF_048453055.1	4	4	4	3	3	2	5556589	5556589	5556589	5549086	5549086	5505689	4	4184300	5556589	42.35	4184300	1321389	3465502.8	1	2	0.00	21 + 0 part
GCF_048453075.1	14	14	10	8	4	2	6062304	6062304	6050667	6035968	5965378	5903613	14	5816593	6062304	42.74	5816593	5816593	5582637.4	1	1	0.00	21 + 0 part
GCF_048453085.1	15	15	15	15	12	8	6241165	6241165	6241165	6241165	6192201	6056285	15	1924349	6241165	42.53	1910414	434622	1372529.9	2	5	0.00	22 + 0 part
GCF_048453135.1	7	7	7	7	4	2	5888518	5888518	5888518	5888518	5833991	5773026	7	5687550	5888518	42.50	5687550	5687550	5495172.9	1	1	0.00	21 + 0 part
GCF_052065195.1	109	78	66	61	48	33	4881811	4864711	4838836	4799035	4585106	4037462	78	403637	4864711	42.25	116433	37013	147163.1	13	41	0.00	2 + 2 part
GCF_052065435.1	111	77	66	61	49	36	4883020	4866033	4840200	4801233	4608568	4139794	77	329047	4866033	42.24	105762	38550	141310.3	13	42	0.00	2 + 2 part
GCF_052065635.1	112	80	67	59	48	35	4882554	4865292	4839060	4777316	4599624	4133608	80	404328	4865292	42.24	116433	38445	151255.3	12	41	0.00	2 + 1 part
GCF_052065675.1	123	82	69	61	48	33	4883247	4860419	4828387	4765535	4555031	4032186	82	403385	4860419	42.24	115904	30282	152530.4	12	42	0.00	2 + 1 part
GCF_052065895.1	112	76	64	60	47	32	4883408	4863338	4838869	4807429	4586690	4053891	76	403385	4863338	42.24	117909	34001	155086.4	12	40	0.00	2 + 1 part
GCF_052066055.1	107	76	65	60	49	34	4882334	4866678	4843771	4805681	4628332	4082765	76	403385	4866678	42.25	115863	38550	147310.3	13	41	0.00	2 + 1 part
GCF_052066115.1	115	82	67	63	50	34	4879755	4862962	4831478	4798217	4583466	4004557	82	404328	4862962	42.24	104254	37013	140806.2	14	43	0.00	2 + 2 part
GCF_052066235.1	113	76	66	61	49	35	4883247	4864546	4842650	4802410	4609795	4090187	76	404328	4864546	42.25	104900	38550	146558.6	13	42	0.00	2 + 2 part
GCF_052121095.1	115	69	59	52	41	30	4954466	4930558	4909352	4858370	4684445	4275948	69	343836	4930558	42.16	141908	39847	164929.9	11	34	0.00	3 + 0 part
GCF_052345105.1	117	117	107	90	56	33	4594273	4594273	4564943	4437911	3852033	3039817	117	222185	4594273	41.76	71254	18666	80363.6	21	69	6.53	0 + 0 part
GCF_052346225.1	104	104	100	87	65	32	4694409	4694409	4680250	4588480	4227971	3069059	104	192341	4694409	42.00	75812	25283	81040.0	21	65	8.73	1 + 0 part
GCF_052347005.1	109	109	96	86	63	26	4547407	4547407	4502981	4435610	4032409	2750047	109	232139	4547407	41.97	75765	23697	87596.1	19	66	2.20	0 + 0 part
GCF_052349905.1	75	75	70	62	45	30	4694580	4694580	4676265	4624217	4354502	3841188	75	395445	4694580	42.02	137115	30607	152595.7	12	41	6.41	0 + 0 part
GCF_052350125.1	94	94	90	81	59	37	4793771	4793771	4779259	4714088	4343129	3570777	94	210252	4793771	41.85	81673	26946	93259.8	19	58	2.71	0 + 0 part
GCF_052351705.1	130	130	123	100	63	34	5047112	5047112	5020691	4845475	4184659	3071665	130	252828	5047112	42.33	58214	18499	85216.6	25	80	5.94	1 + 0 part
GCF_052354305.1	111	111	101	91	65	40	4961539	4961539	4930546	4861568	4441091	3487087	111	275890	4961539	42.34	66997	24820	89947.8	23	66	10.08	0 + 0 part
GCF_052357985.1	99	99	94	81	59	35	4379501	4379501	4361260	4260540	3931411	3036492	99	147334	4379501	42.33	69787	22938	75370.8	22	60	0.00	0 + 0 part
GCF_052359385.1	227	227	208	149	54	7	4270508	4270508	4198437	3764968	2214622	605148	227	161159	4270508	41.70	25723	9625	34954.7	51	157	33.25	0 + 0 part
GCF_052360325.1	73	73	70	63	47	27	4639466	4639466	4628880	4580368	4321144	3635402	73	442366	4639466	42.02	130795	28264	157245.7	11	42	6.68	0 + 0 part
GCF_052361535.1	116	116	107	89	62	33	4753084	4753084	4722223	4590244	4143405	3066122	116	281590	4753084	42.00	69068	19883	84499.1	22	69	9.26	0 + 0 part
GCF_052366155.1	190	190	174	136	68	20	4410981	4410981	4351167	4104990	3035272	1344388	190	97836	4410981	41.99	36184	12174	39950.0	41	124	33.10	0 + 0 part
GCF_052366855.1	231	231	178	141	73	25	4750965	4750965	4608567	4356166	3255284	1586789	231	101444	4750965	41.98	38043	11223	39115.1	44	134	14.94	2 + 0 part
GCF_052367215.1	223	223	184	138	55	14	4259482	4259482	4129662	3799224	2457465	947348	223	97090	4259482	42.06	30328	9590	35151.8	44	142	77.47	1 + 0 part
GCF_052370675.1	271	271	186	142	77	27	5618498	5618498	5404453	5076927	3942819	2089374	271	146423	5618498	42.46	40882	10264	48317.1	43	141	5.52	2 + 2 part
GCF_900445545.1	9	9	9	8	4	4	4947907	4947907	4947907	4941237	4871275	4871275	9	1796222	4947907	42.03	1755117	1086365	1524463.0	2	3	0.00	23 + 2 part
GCF_910573775.1	162	146	113	98	68	35	5091836	5082880	4999597	4890206	4402478	3212714	146	241772	5082880	42.27	67988	18870	81917.5	25	76	0.37	6 + 1 part
GCF_910576625.1	197	156	117	100	68	32	5053143	5031490	4938852	4817726	4304725	2989591	156	239576	5031490	42.24	67905	16471	78994.8	24	79	0.62	7 + 0 part
